ZC3H8	Digestive tract	+	hg19
ZEB1	Liver	+	hg19
ZFHX4	Neural	+	hg19
ZFX	Neural	+	hg19
ZKSCAN1	Uterus	+	hg19
ZMIZ1	-	+	hg19
ZMYND11	Others	+	hg19
ZNF12	Digestive tract	+	hg19
ZNF143	Digestive tract,Kidney,Pluripotent stem cell,Uterus	+	hg19
ZNF217	Breast,Digestive tract	+	hg19
ZNF263	Digestive tract,Kidney	+	hg19
ZNF266	Digestive tract	+	hg19
ZNF274	Liver,Pluripotent stem cell,Uterus	+	hg19
ZNF280D	Digestive tract	+	hg19
ZNF281	Digestive tract	+	hg19
ZNF3	Digestive tract	-	hg19
ZNF384	-	+	hg19
ZNF395	Digestive tract	+	hg19
ZNF486	Pluripotent stem cell	+	hg19
ZNF581	Digestive tract	+	hg19
ZNF639	Digestive tract	+	hg19
ZNF711	Neural	+	hg19
ZNF750	Epidermis	+	hg19
ZNF76	Kidney	+	hg19
ZNF83	Digestive tract	+	hg19
ZNF84	Digestive tract	+	hg19
ZNF92	Others	+	hg19
ZZZ3	Uterus	+	hg19
Ahr	-	+	mm9
Aicda	-	+	mm9
Ar	Gonad,Kidney,Prostate	+	mm9
Arid3a	Pluripotent stem cell	+	mm9
Arntl	Liver	+	mm9
Ascl1	Embryo,Embryonic fibroblast,Neural	+	mm9
Ascl2	-	+	mm9
Ash2l	-	+	mm9
Atf2	Embryonic fibroblast	+	mm9
Atf3	-	+	mm9
Atf4	Embryonic fibroblast,Epidermis	+	mm9
Atf7	Embryonic fibroblast	+	mm9
Atf7ip	Pluripotent stem cell	+	mm9
Atrx	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Auts2	Neural	+	mm9
Bach2	-	+	mm9
Batf	-	+	mm9
Bcl11a	Breast	+	mm9
Bcl6	Liver,Pancreas	+	mm9
Bhlhe40	-	+	mm9
Bmi1	Neural	+	mm9
Brca1	-	+	mm9
Brd2	-	+	mm9
Brd3	-	+	mm9
Brd4	Cardiovascular,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Cbx1	Pluripotent stem cell	+	mm9
Cbx3	Pluripotent stem cell	+	mm9
Cbx5	Liver	+	mm9
Cbx7	Pluripotent stem cell	+	mm9
Cbx8	Pluripotent stem cell	+	mm9
Cdk7	Pluripotent stem cell	+	mm9
Cdk8	Pluripotent stem cell	+	mm9
Cdk9	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Cdx2	Digestive tract,Placenta,Pluripotent stem cell	+	mm9
Cebpa	Adipocyte,Embryonic fibroblast,Liver,Neural	+	mm9
Cebpb	Adipocyte,Embryonic fibroblast,Epidermis,Liver,Muscle,Neural,Others	+	mm9
Cebpd	Embryonic fibroblast	+	mm9
Chd1	-	+	mm9
Chd2	-	+	mm9
Chd4	Breast,Others,Pluripotent stem cell	+	mm9
Chd7	Pluripotent stem cell	+	mm9
Clock	Liver	+	mm9
Creb1	Embryonic fibroblast,Liver,Others	+	mm9
Crebbp	Embryonic fibroblast,Liver,Pluripotent stem cell	+	mm9
Crx	Others	+	mm9
Cry1	Liver	+	mm9
Ctcf	Cardiovascular,Digestive tract,Embryo,Embryonic fibroblast,Gonad,Kidney,Liver,Lung,Muscle,Neural,Others,Placenta,Pluripotent stem cell,Spleen	+	mm9
Ctnnb1	Embryo,Liver	+	mm9
Ctr9	Pluripotent stem cell	+	mm9
Cux2	Liver	+	mm9
Cxxc1	Neural	+	mm9
Ddit3	Embryonic fibroblast	+	mm9
Dmc1	Gonad	+	mm9
Dmrtb1	Gonad	+	mm9
Dnajc2	Pluripotent stem cell	+	mm9
Dnmt1	Pluripotent stem cell	+	mm9
Dpy30	Pluripotent stem cell	+	mm9
E2f1	-	+	mm9
E2f3	Embryonic fibroblast	+	mm9
E2f4	Embryonic fibroblast,Liver,Muscle,Pluripotent stem cell	+	mm9
Ebf1	Embryonic fibroblast	+	mm9
Eed	Gonad	+	mm9
Egr1	Liver	+	mm9
Egr2	-	+	mm9
Ehf	Others	+	mm9
Ehmt2	Pluripotent stem cell	+	mm9
Elf5	Placenta	+	mm9
Elk1	Embryonic fibroblast	+	mm9
Elk3	Embryonic fibroblast	+	mm9
Elk4	Embryonic fibroblast	+	mm9
Ell	Pluripotent stem cell	+	mm9
Ell2	Pluripotent stem cell	+	mm9
Ell3	Pluripotent stem cell	+	mm9
Eomes	Placenta	+	mm9
Ep300	Cardiovascular,Embryo,Embryonic fibroblast,Kidney,Liver,Lung,Muscle,Neural,Others,Pluripotent stem cell	+	mm9
Ep400	Pluripotent stem cell	+	mm9
Ercc3	-	+	mm9
Erf	Embryonic fibroblast	+	mm9
Erg	Prostate	+	mm9
Esr1	Breast,Cardiovascular,Liver,Uterus	+	mm9
Esrra	Others	+	mm9
Esrrb	Pluripotent stem cell	+	mm9
Ets1	-	+	mm9
Ets2	-	+	mm9
Etv6	-	+	mm9
Ezh2	Embryo,Embryonic fibroblast,Muscle,Neural,Pluripotent stem cell	+	mm9
Fli1	Embryo	+	mm9
Fos	Neural	+	mm9
Fosb	Neural	+	mm9
Fosl1	Muscle	+	mm9
Fosl2	Embryo,Embryonic fibroblast	+	mm9
Foxa1	Gonad,Kidney,Liver,Lung,Prostate	+	mm9
Foxa2	Embryo,Liver,Pluripotent stem cell,Uterus	+	mm9
Foxk1	Muscle	+	mm9
Foxl2	Epidermis	+	mm9
Foxo1	-	+	mm9
Foxo3	Neural	+	mm9
Foxp1	Pancreas	+	mm9
Foxp2	Liver,Pancreas	+	mm9
Foxp3	-	+	mm9
Gata1	Embryo,Pluripotent stem cell	+	mm9
Gata2	Uterus	+	mm9
Gata3	-	+	mm9
Gata4	Cardiovascular,Embryonic fibroblast,Liver,Pluripotent stem cell	+	mm9
Gata6	Embryonic fibroblast	+	mm9
Gfi1	-	+	mm9
Gps2	Embryonic fibroblast	+	mm9
Grhl3	Epidermis	+	mm9
Grip1	-	+	mm9
Gsk3b	Embryonic fibroblast	+	mm9
Gtf2a2	-	+	mm9
Gtf2b	Cardiovascular,Liver	+	mm9
Gtf2e2	Liver	+	mm9
Gtf2f1	-	+	mm9
Hcfc1	Pluripotent stem cell	+	mm9
Hdac1	Muscle,Pluripotent stem cell	+	mm9
Hdac2	Muscle,Pluripotent stem cell	+	mm9
Hdac3	Liver	+	mm9
Hells	Embryonic fibroblast	+	mm9
Hexim1	Embryonic fibroblast	+	mm9
Hif1a	-	+	mm9
Hira	Pluripotent stem cell	+	mm9
Hnf4a	Digestive tract,Embryo,Gonad,Kidney,Liver,Prostate	+	mm9
Hoxb4	Pluripotent stem cell	+	mm9
Hsf1	Gonad,Neural	+	mm9
Hsf2	Gonad	+	mm9
Ikzf1	Others	+	mm9
Ikzf3	-	+	mm9
Irf1	-	+	mm9
Irf2	-	+	mm9
Irf3	-	+	mm9
Irf4	-	+	mm9
Irf7	-	+	mm9
Irf8	-	+	mm9
Isl1	Pluripotent stem cell	+	mm9
Jarid2	Pluripotent stem cell	+	mm9
Jmjd6	-	+	mm9
Jun	Embryonic fibroblast,Muscle	+	mm9
Junb	Embryonic fibroblast,Neural	+	mm9
Jund	Embryo,Embryonic fibroblast	+	mm9
Kansl3	Pluripotent stem cell	+	mm9
Kat2a	-	+	mm9
Kat8	Pluripotent stem cell	+	mm9
Kdm1a	Embryonic fibroblast,Gonad,Muscle,Others,Pluripotent stem cell	+	mm9
Kdm2a	Pluripotent stem cell	+	mm9
Kdm2b	Pluripotent stem cell	+	mm9
Kdm4a	Embryonic fibroblast	+	mm9
Kdm4c	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Kdm4d	-	+	mm9
Kdm5a	Pluripotent stem cell	+	mm9
Kdm5b	Pluripotent stem cell	+	mm9
Kdm6a	Muscle,Pluripotent stem cell	+	mm9
Kdm6b	Embryo,Pluripotent stem cell	+	mm9
Klf4	Breast,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Klf5	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Kmt2a	Muscle	+	mm9
Kmt2c	Embryonic fibroblast,Liver,Muscle	+	mm9
Kmt2d	Adipocyte,Pluripotent stem cell	+	mm9
Ldb1	Pluripotent stem cell	+	mm9
Lhx2	Epidermis	+	mm9
Lmnb1	Others	+	mm9
Maf	-	+	mm9
Mafa	Pancreas	+	mm9
Maff	-	+	mm9
Mafk	Pluripotent stem cell	+	mm9
Mapk8	Neural,Pluripotent stem cell	+	mm9
Max	Muscle,Pluripotent stem cell	+	mm9
Maz	-	+	mm9
Mbd3	Embryonic fibroblast,Others,Pluripotent stem cell	+	mm9
Mcrs1	Pluripotent stem cell	+	mm9
Med1	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Med12	Embryo,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Mef2a	Muscle	+	mm9
Mef2d	Muscle	+	mm9
Meis1	Embryo,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Men1	Muscle	+	mm9
Mkl1	Embryonic fibroblast	+	mm9
Mkl2	Embryonic fibroblast	+	mm9
Msl1	Pluripotent stem cell	+	mm9
Msl2	Pluripotent stem cell	+	mm9
Mtf2	Pluripotent stem cell	+	mm9
Mtor	Others	+	mm9
Mxi1	-	+	mm9
Myb	Gonad	+	mm9
Myc	Embryo,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Myf5	Muscle	+	mm9
Myod1	Adipocyte,Embryonic fibroblast,Muscle,Pluripotent stem cell	+	mm9
Myog	Muscle	+	mm9
Myt1l	Embryonic fibroblast	+	mm9
Nanog	Pluripotent stem cell	+	mm9
Ncapd3	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Ncapg	Pluripotent stem cell	+	mm9
Ncaph2	Pluripotent stem cell	+	mm9
Ncoa2	Liver,Prostate	+	mm9
Ncoa3	Pluripotent stem cell	+	mm9
Ncor1	Embryonic fibroblast,Liver	+	mm9
Ncor2	Liver	+	mm9
Nelfa	Pluripotent stem cell	+	mm9
Nelfb	Embryonic fibroblast	+	mm9
Nelfe	-	+	mm9
Neurod1	Pancreas	+	mm9
Neurod2	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Nfatc1	Epidermis,Pancreas	+	mm9
Nfe2	-	+	mm9
Nfib	Epidermis	+	mm9
Nfic	Embryonic fibroblast	+	mm9
Nfil3	Liver	+	mm9
Nfya	Neural,Pluripotent stem cell	+	mm9
Nfyb	Pluripotent stem cell	+	mm9
Nfyc	Pluripotent stem cell	+	mm9
Nipbl	Pluripotent stem cell	+	mm9
Nkx2-1	Lung	+	mm9
Nkx2-5	Cardiovascular	+	mm9
Nkx3-1	Prostate	+	mm9
Nkx6-1	Pancreas	+	mm9
Notch1	-	+	mm9
Nr1d1	Liver	+	mm9
Nr1d2	Liver	+	mm9
Nr1h2	-	+	mm9
Nr1h3	Liver	+	mm9
Nr2f2	Cardiovascular	+	mm9
Nr3c1	Breast,Embryonic fibroblast,Liver,Neural	+	mm9
Nr5a2	Pancreas	+	mm9
Nrf1	Embryonic fibroblast	+	mm9
Nsl1	Pluripotent stem cell	+	mm9
Nucks1	Liver	+	mm9
Ogt	Pluripotent stem cell	+	mm9
Olig2	Embryo,Pluripotent stem cell	+	mm9
Otx2	Others,Pluripotent stem cell	+	mm9
Ovol2	Breast	+	mm9
Parp1	Neural	+	mm9
Pax5	-	+	mm9
Paxip1	-	+	mm9
Pbx1	Embryo,Embryonic fibroblast	+	mm9
Pgr	Breast,Uterus	+	mm9
Phf19	Pluripotent stem cell	+	mm9
Phf20	Pluripotent stem cell	+	mm9
Pitx1	Embryo	+	mm9
Pknox1	Embryo,Embryonic fibroblast	+	mm9
Pou3f2	Embryonic fibroblast,Neural,Pluripotent stem cell	+	mm9
Pou5f1	Pluripotent stem cell	+	mm9
Ppara	Liver	+	mm9
Pparg	Adipocyte,Embryonic fibroblast	+	mm9
Prdm1	-	+	mm9
Ptf1a	Embryo,Pancreas	+	mm9
Pwp1	Pluripotent stem cell	+	mm9
Rad21	Digestive tract,Liver,Neural,Pluripotent stem cell,Spleen	+	mm9
Rad51	Gonad	+	mm9
Raf1	Pluripotent stem cell	+	mm9
Rag2	-	+	mm9
Rara	Liver,Pluripotent stem cell	+	mm9
Rarg	Pluripotent stem cell	+	mm9
Rb1	Embryonic fibroblast	+	mm9
Rbbp5	Pluripotent stem cell	+	mm9
Rbpj	Embryo,Muscle,Pluripotent stem cell	+	mm9
Rbpjl	Embryo	+	mm9
Rcor1	Pluripotent stem cell	+	mm9
Rel	-	+	mm9
Rela	Embryonic fibroblast	+	mm9
Relb	-	+	mm9
Rest	Muscle,Pluripotent stem cell	+	mm9
Rfx1	Pluripotent stem cell	+	mm9
Rnf2	Embryo,Neural,Pluripotent stem cell	+	mm9
Rora	Liver	+	mm9
Rorc	-	+	mm9
Rpa1	Embryonic fibroblast,Spleen	+	mm9
Rpa2	-	+	mm9
Runx1	Pluripotent stem cell	+	mm9
Runx2	Others	+	mm9
Runx3	-	+	mm9
Rxra	Bone,Embryonic fibroblast,Liver,Neural,Others,Pluripotent stem cell	+	mm9
Rybp	Pluripotent stem cell	+	mm9
Setdb1	Pluripotent stem cell	+	mm9
Sfmbt1	Gonad,Others	+	mm9
Sin3a	Muscle,Pluripotent stem cell	+	mm9
Sin3b	Muscle	+	mm9
Sirt1	Neural	+	mm9
Six2	Embryo	+	mm9
Smad1	Epidermis	+	mm9
Smad2	Pluripotent stem cell	+	mm9
Smad3	Embryo,Pluripotent stem cell	+	mm9
Smarca4	Breast,Embryonic fibroblast,Epidermis,Pluripotent stem cell	+	mm9
Smarca5	Breast	+	mm9
Smc1a	Embryo,Embryonic fibroblast,Pluripotent stem cell	+	mm9
Smc3	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Smc5	-	+	mm9
Snai1	Muscle	+	mm9
Sox11	Pluripotent stem cell	+	mm9
Sox17	Pluripotent stem cell	+	mm9
Sox2	Embryo,Placenta,Pluripotent stem cell	+	mm9
Sox3	Muscle,Pluripotent stem cell	+	mm9
Sox4	-	+	mm9
Sox6	Embryo	+	mm9
Sox9	Epidermis	+	mm9
Sp1	Placenta,Pluripotent stem cell	+	mm9
Spi1	Embryonic fibroblast,Neural,Pluripotent stem cell	+	mm9
Srebf1	Liver	+	mm9
Srf	Embryonic fibroblast,Muscle,Others	+	mm9
Srsf1	Embryonic fibroblast	+	mm9
Stag1	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Stag2	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Stat1	Embryonic fibroblast	+	mm9
Stat2	-	+	mm9
Stat3	Neural	+	mm9
Stat4	-	+	mm9
Stat5a	Breast,Embryonic fibroblast,Liver	+	mm9
Stat5b	Breast	+	mm9
Stat6	-	+	mm9
Supt5	Pluripotent stem cell	+	mm9
Supt6	Muscle	+	mm9
Suv39h1	Pluripotent stem cell	+	mm9
Suv39h2	Pluripotent stem cell	+	mm9
Suz12	Pluripotent stem cell	+	mm9
T	Pluripotent stem cell	+	mm9
Taf1	Pluripotent stem cell	+	mm9
Taf3	Liver,Pluripotent stem cell	+	mm9
Taf7l	Embryonic fibroblast	+	mm9
Taf9b	Pluripotent stem cell	+	mm9
Tal1	Embryo,Pluripotent stem cell	+	mm9
Tbp	Embryonic fibroblast,Liver,Placenta,Pluripotent stem cell	+	mm9
Tbx21	-	+	mm9
Tbx3	Cardiovascular,Pluripotent stem cell	+	mm9
Tcf12	Muscle	+	mm9
Tcf3	Epidermis,Muscle,Pluripotent stem cell	+	mm9
Tcf4	Epidermis,Liver	+	mm9
Tcf7	Others	+	mm9
Tcf7l1	Embryonic fibroblast	+	mm9
Tead2	Breast	+	mm9
Tead4	Placenta	+	mm9
Terf2ip	Embryonic fibroblast	+	mm9
Tet1	Pluripotent stem cell	+	mm9
Tet2	Pluripotent stem cell	+	mm9
Tet3	Pluripotent stem cell	+	mm9
Tfap2a	Gonad,Kidney,Prostate	+	mm9
Tfap2c	Pluripotent stem cell	+	mm9
Tfap4	-	+	mm9
Tfe3	Pluripotent stem cell	+	mm9
Tgif1	-	+	mm9
Thap11	Pluripotent stem cell	+	mm9
Tle1	Epidermis	+	mm9
Tnni2	Bone	+	mm9
Trim28	Pluripotent stem cell	+	mm9
Trp53	Embryo,Embryonic fibroblast	+	mm9
Tsc22d3	-	+	mm9
Twist1	Embryo,Neural	+	mm9
Ubtf	-	+	mm9
Usf1	Muscle	+	mm9
Usf2	-	+	mm9
Usp16	Pluripotent stem cell	+	mm9
Utf1	Pluripotent stem cell	+	mm9
Vdr	Bone,Embryonic fibroblast,Others	+	mm9
Wdr5	Muscle,Pluripotent stem cell	+	mm9
Wt1	Embryo,Kidney	+	mm9
Yy1	Digestive tract,Muscle,Pluripotent stem cell	+	mm9
Zbtb17	-	+	mm9
Zc3h11a	Pluripotent stem cell	+	mm9
Zfp143	Embryonic fibroblast,Pluripotent stem cell	+	mm9
Zfp322a	Pluripotent stem cell	+	mm9
Zfp335	Embryo	+	mm9
Zfp384	Pluripotent stem cell	+	mm9
Zkscan1	-	+	mm9
Zmiz1	-	+	mm9
ESA1	Yeast strain	+	sacCer3
HMO1	Yeast strain	+	sacCer3
HST2	Yeast strain	+	sacCer3
HST3	Yeast strain	+	sacCer3
HST4	Yeast strain	+	sacCer3
ORC1	Yeast strain	+	sacCer3
SMC6	Yeast strain	+	sacCer3
SNF2	Yeast strain	+	sacCer3
