gene_id	day1_1	day1_2	day1_3	day60_1	day60_2	day60_3
FBgn0031610	104	74	850	650	610	41
FBgn0031613	81	42	3	23	19	32
FBgn0031617	206	84	57	27	128	82
FBgn0031619	29	15	0	0	0	11
FBgn0031620	1107	649	175	246	237	443
FBgn0031621	34	16	7	23	6	14
FBgn0031623	178	103	47	51	76	71
FBgn0031626	1276	823	183	210	272	510
FBgn0031627	328	329	100	54	108	131
FBgn0031629	2674	2878	424	404	669	1070
FBgn0031630	451	338	109	53	115	180
FBgn0031631	56	74	232	218	164	22
FBgn0031632	1798	1850	495	484	587	719
FBgn0031633	1071	883	2056	1837	1922	428
FBgn0031634	92	124	11	32	36	37
FBgn0031638	364	357	920	949	808	145
FBgn0031639	423	279	1017	882	924	169
FBgn0031640	463	464	1249	1021	936	185
FBgn0031643	814	874	1953	1649	1750	326
FBgn0031644	599	426	89	98	139	240
FBgn0031645	2471	2587	1712	1284	1789	988
FBgn0031646	52	75	23	4	18	21
FBgn0031649	445	330	116	89	173	178
FBgn0031653	237	270	5015	1076	2390	95
FBgn0031654	19	29	874	175	516	7
FBgn0031655	116	129	1086	890	740	46
FBgn0031657	333	398	896	876	864	133
FBgn0031659	1064	777	1691	1585	1443	426
FBgn0031661	402	444	1455	1616	1348	161
FBgn0031662	407	437	1484	1285	1381	163
FBgn0031663	187	254	567	607	552	75
FBgn0031664	635	464	1536	1222	1223	254
FBgn0031670	1574	1372	3058	2618	2517	630
FBgn0031673	657	655	1622	1453	1346	263
FBgn0031675	152	166	56	46	53	61
FBgn0031676	329	292	677	670	555	131
FBgn0031677	120	126	2413	2669	2239	48
FBgn0031678	38	65	375	323	269	15
FBgn0031682	617	514	1913	1815	1762	247
FBgn0031683	1672	1551	916	832	903	669
FBgn0031684	4325	4370	1661	1681	1782	1730
FBgn0031688	91	89	54	45	45	36
FBgn0031689	1614	1428	1229	978	1398	646
FBgn0031690	2506	1962	305	468	575	1002
FBgn0031692	5948	6625	377	347	632	2379
FBgn0031693	181	136	309	231	340	72
FBgn0031694	21	9	100	44	85	8
FBgn0031695	632	570	336	188	412	253
FBgn0031696	425	462	1472	1433	1065	170
FBgn0031697	120	93	18	22	14	48
FBgn0031698	619	759	2142	2200	1661	247
FBgn0031700	1676	1711	86	80	170	671
FBgn0031701	18	29	165	20	68	7
FBgn0031702	1168	1367	556	334	583	467
FBgn0031707	91	99	31	18	41	36
FBgn0031710	414	386	797	812	713	166
FBgn0031711	1160	1015	2760	2749	2258	464
FBgn0031713	1773	1965	2595	2399	2492	709
FBgn0031715	39	55	10	41	24	16
FBgn0031716	184	163	27	19	25	73
FBgn0031717	1051	741	383	268	398	420
FBgn0031720	640	396	96	122	135	256
FBgn0031721	488	284	62	100	76	195
FBgn0031722	1185	917	181	216	248	474
FBgn0031723	2220	1451	273	362	312	888
FBgn0031724	1884	1233	263	349	306	754
FBgn0031725	92	115	4	15	19	37
FBgn0031728	9522	5901	1377	1620	1964	3809
FBgn0031729	180	121	23	39	44	72
FBgn0031730	93	67	16	31	21	37
FBgn0031732	170	180	109	82	98	68
FBgn0031733	534	332	75	54	90	214
FBgn0031734	1110	1009	781	516	858	444
FBgn0031736	490	567	1459	1432	1142	196
FBgn0031737	786	717	264	177	372	314
FBgn0031739	137	161	1647	1778	1523	55
FBgn0031740	293	318	1589	1503	1286	117
FBgn0031741	281	265	601	326	549	112
FBgn0031745	291	340	179	112	204	116
FBgn0031746	2942	1231	1193	707	2124	1177
FBgn0031749	330	191	30	44	70	132
FBgn0031751	5376	3521	699	974	982	2151
FBgn0031752	1453	1302	1111	952	1048	581
FBgn0031753	125	71	23	22	20	50
FBgn0031756	21	28	51	37	53	8
FBgn0031757	860	651	121	139	194	344
FBgn0031759	1132	1170	4830	4563	3406	453
FBgn0031764	235	274	643	649	622	94
FBgn0031765	42	51	5	12	17	17
FBgn0031766	80	41	306	329	264	32
FBgn0031768	746	639	1376	1409	1320	298
FBgn0031769	294	392	6074	5669	4350	117
FBgn0031770	180	179	23	19	31	72
FBgn0031771	9770	10950	7283	6043	7315	3908
FBgn0031773	314	254	595	569	552	125
FBgn0031775	42	59	23	40	40	17
FBgn0031776	429	366	1556	1692	1537	171
FBgn0031779	515	605	1125	1010	965	206
FBgn0031782	149	165	1157	1175	912	59
FBgn0031784	1250	809	262	283	327	500
FBgn0031785	1185	882	177	174	229	474
FBgn0031786	957	716	137	240	216	383
FBgn0031791	795	789	46	51	55	318
FBgn0031799	456	612	1632	1346	1299	182
FBgn0031800	352	352	131	83	163	141
FBgn0031801	1548	1672	2824	1898	3632	619
FBgn0031804	33	11	10	11	5	13
FBgn0031808	580	447	42	28	68	232
FBgn0031811	139	135	60	58	49	56
FBgn0031814	2782	3231	2078	1769	1683	1113
FBgn0031815	1060	1167	2187	1884	1843	424
FBgn0031817	709	633	401	428	307	283
FBgn0031818	764	757	1522	1491	1461	306
FBgn0031820	724	761	2420	2297	1725	290
FBgn0031821	496	441	92	67	102	198
FBgn0031822	164	153	824	1036	879	66
FBgn0031824	469	493	1669	1368	1470	188
FBgn0031826	1609	1050	226	284	349	644
FBgn0031829	44	50	7	7	15	17
FBgn0031830	16193	16462	5035	5085	5092	6477
FBgn0031832	139	203	659	649	694	55
FBgn0031834	144	133	457	436	334	58
FBgn0031835	603	617	141	153	179	241
FBgn0031836	4700	5216	4047	3692	3601	1880
FBgn0031844	99	61	16	22	42	39
FBgn0031848	25	21	1019	1084	947	10
FBgn0031849	1853	1132	250	377	393	741
FBgn0031850	2055	2052	407	333	712	822
FBgn0031851	195	278	1598	1514	1198	78
FBgn0031853	2893	1921	347	473	541	1157
FBgn0031854	17	27	8	8	5	7
FBgn0031855	499	425	52	42	53	199
FBgn0031856	427	307	42	53	42	171
FBgn0031857	5642	5779	407	287	441	2257
FBgn0031858	1518	1146	245	259	291	607
FBgn0031859	10033	6603	1502	1966	2187	4013
FBgn0031860	244	316	147	58	100	97
FBgn0031861	690	362	78	134	147	276
FBgn0031865	714	516	1129	821	1042	285
FBgn0031866	449	445	66	39	58	180
FBgn0031868	231	252	1707	1559	1137	92
FBgn0031869	2277	2968	230	202	306	911
FBgn0031871	1434	944	1985	2144	1954	574
FBgn0031872	249	248	892	1036	708	99
FBgn0031873	92	117	459	454	454	37
FBgn0031874	35	37	192	172	110	14
FBgn0031875	76	83	2329	2219	1758	30
FBgn0031876	101	94	508	513	494	40
FBgn0031877	118	121	190	193	244	47
FBgn0031879	1941	2683	232	144	266	776
FBgn0031881	560	732	1061	992	1013	224
FBgn0031882	584	563	1091	987	853	234
FBgn0031883	2328	2530	3782	3361	3654	931
FBgn0031885	870	976	1789	1619	1470	348
FBgn0031886	177	143	919	1006	741	71
FBgn0031893	915	848	1439	1404	1269	366
FBgn0031895	450	406	1461	1568	1063	180
FBgn0031896	3845	3203	2316	2612	1911	1538
FBgn0031897	4448	3883	2194	1845	1842	1779
FBgn0031902	275	246	58	64	111	110
FBgn0031904	580	607	1749	1715	1591	232
FBgn0031905	809	508	126	150	161	324
FBgn0031906	193	177	47	22	51	77
FBgn0031907	4205	4561	571	379	659	1682
FBgn0031908	2165	2259	818	659	1016	866
FBgn0031909	216	243	1406	1357	1124	86
FBgn0031910	115	72	264	98	237	46
FBgn0031913	2331	2756	1433	764	1519	932
FBgn0031918	221	189	44	47	98	88
FBgn0031920	2087	1314	293	328	352	835
FBgn0031925	32	26	19	25	12	13
FBgn0031926	694	562	11	5	11	277
FBgn0031930	181	203	126	43	96	72
FBgn0031935	271	316	108	67	91	108
FBgn0031937	437	386	193	137	237	175
FBgn0031939	3521	3570	190	143	210	1408
FBgn0031940	7723	7642	4	0	0	3089
FBgn0031941	497	328	72	113	88	199
FBgn0031942	16732	21823	10	6	13	6693
FBgn0031946	2580	1689	388	454	543	1032
FBgn0031947	449	495	3337	3120	2584	179
FBgn0031948	657	749	247	207	244	263
FBgn0031950	1611	1485	2263	1990	2208	644
FBgn0031951	367	312	1576	1562	1276	147
FBgn0031952	3749	2770	1475	1211	1286	1500
FBgn0031954	458	324	71	78	125	183
FBgn0031959	686	538	31	27	48	274
FBgn0031969	1045	1118	4405	4052	3282	418
FBgn0031970	19	15	9	3	15	8
FBgn0031971	1403	2035	2565	2753	2649	561
FBgn0031972	218	219	571	523	542	87
FBgn0031973	919	989	357	251	475	368
FBgn0031974	479	534	94	85	154	191
FBgn0031976	46	17	8	2	7	18
FBgn0031977	580	600	2693	2807	2757	232
FBgn0031979	177	176	350	381	390	71
FBgn0031980	11418	11846	22635	22206	26356	4567
FBgn0031986	156	127	27	36	30	62
FBgn0031987	452	488	1311	1236	1318	181
FBgn0031988	962	839	2630	2626	2406	385
FBgn0031990	2377	2095	1995	1778	1884	951
FBgn0031992	508	428	1161	1458	1342	203
FBgn0031996	128	159	1526	1556	1328	51
FBgn0031997	354	266	963	926	950	142
FBgn0031998	823	744	524	445	522	329
FBgn0031999	87	81	20	34	32	35
FBgn0032000	428	444	907	939	909	171
FBgn0032002	460	385	260	213	267	184
FBgn0032003	1199	794	174	240	282	480
FBgn0032004	910	723	181	165	188	364
FBgn0032005	1737	1762	4086	3522	3249	695
FBgn0032006	2326	2005	937	570	1064	930
FBgn0032008	174	155	35	42	84	70
FBgn0032010	1671	1406	600	639	824	668
FBgn0032013	236	197	30	25	38	94
FBgn0032014	217	188	4166	4372	3461	87
FBgn0032015	763	673	1298	1144	1301	305
FBgn0032016	194	247	984	1023	851	78
FBgn0032017	157	138	487	506	398	63
FBgn0032018	656	665	1608	1226	1160	262
FBgn0032020	234	255	931	1011	814	94
FBgn0032021	2774	2630	293	249	376	1110
FBgn0032022	1906	1460	359	253	315	762
FBgn0032023	257	199	38	36	41	103
FBgn0032025	6027	6524	1207	1198	1768	2411
FBgn0032026	772	1007	5498	5147	4283	309
FBgn0032029	845	833	1358	1190	1399	338
FBgn0032030	329	256	1108	1064	1055	132
FBgn0032031	240	247	441	408	457	96
FBgn0032032	186	209	479	382	409	74
FBgn0032033	121	117	776	703	542	48
FBgn0032034	46	65	548	542	440	18
FBgn0032036	1308	1641	828	746	906	523
FBgn0032039	662	484	76	95	151	265
FBgn0032042	267	374	985	1003	1005	107
FBgn0032047	1566	1057	634	611	686	627
FBgn0032048	362	326	138	106	148	145
FBgn0032049	75	173	7512	1955	4093	30
FBgn0032050	396	597	2211	1993	1663	158
FBgn0032051	304	430	1984	1928	1646	121
FBgn0032052	430	414	1506	1656	1252	172
FBgn0032053	432	424	722	732	684	173
FBgn0032054	274	276	984	892	838	109
FBgn0032055	15	11	870	823	2398	6
FBgn0032059	478	471	828	736	793	191
FBgn0032061	5998	3938	811	1100	1232	2399
FBgn0032065	331	231	50	75	59	132
FBgn0032066	141	172	453	304	429	56
FBgn0032068	476	580	1171	834	1075	190
FBgn0032076	1027	1012	598	511	548	411
FBgn0032077	241	189	759	824	730	96
FBgn0032082	178	110	60	25	43	71
FBgn0032083	112	106	7	22	27	45
FBgn0032087	475	552	2488	1302	2867	190
FBgn0032088	126	137	290	130	351	50
FBgn0032090	476	305	66	64	112	190
FBgn0032094	64	37	9	6	11	25
FBgn0032100	75	65	13	4	15	30
FBgn0032101	1020	1188	1922	2154	1965	408
FBgn0032104	69	61	22	15	9	27
FBgn0032105	249	266	3874	4155	3135	100
FBgn0032109	404	256	56	70	82	161
FBgn0032110	863	477	125	143	160	345
FBgn0032111	711	382	108	121	162	284
FBgn0032115	459	310	66	91	81	184
FBgn0032116	394	370	210	118	221	157
FBgn0032117	1532	850	483	502	579	613
FBgn0032120	735	993	1835	1701	1475	294
FBgn0032122	878	336	191	132	354	351
FBgn0032123	3316	2563	2740	2322	2373	1326
FBgn0032129	11215	13279	945	683	1071	4486
FBgn0032131	310	228	242	128	170	124
FBgn0032135	1171	1036	836	859	729	469
FBgn0032138	3942	4839	13011	12278	12981	1577
FBgn0032140	1148	1220	684	488	855	459
FBgn0032143	32	67	0	0	0	13
FBgn0032144	231	268	2068	674	1700	92
FBgn0032150	76	104	255	190	221	30
FBgn0032151	304	331	52	52	67	121
FBgn0032153	22	29	103	104	97	9
FBgn0032154	65	109	1087	1095	866	26
FBgn0032156	5608	6074	2241	1758	2762	2243
FBgn0032157	437	514	2894	2583	1983	175
FBgn0032160	777	845	2575	2195	2437	311
FBgn0032161	55	34	318	444	391	22
FBgn0032163	109	48	21	21	15	43
FBgn0032167	544	412	178	50	135	217
FBgn0032168	140	142	892	804	626	56
FBgn0032169	117	112	863	865	904	47
FBgn0032170	609	629	2308	1746	1813	244
FBgn0032171	226	202	795	742	736	90
FBgn0032172	575	475	989	938	807	230
FBgn0032175	201	87	24	13	30	80
FBgn0032176	161	86	16	23	16	64
FBgn0032178	220	194	56	65	93	88
FBgn0032181	189	226	27	29	38	75
FBgn0032184	24	23	2	3	0	9
FBgn0032187	454	468	308	339	399	181
FBgn0032188	39	23	10	4	8	15
FBgn0032189	224	232	1946	2078	1680	89
FBgn0032191	739	923	3116	2909	2659	296
FBgn0032192	210	232	36	31	104	84
FBgn0032194	295	430	2169	1979	1685	118
FBgn0032195	192	254	570	523	512	77
FBgn0032196	687	814	2121	2001	1739	275
FBgn0032197	511	592	2738	2504	1809	204
FBgn0032198	2930	3012	6107	6016	5581	1172
FBgn0032200	882	807	1900	2013	2087	353
FBgn0032204	239	266	1256	1192	1074	96
FBgn0032205	311	379	632	659	578	124
FBgn0032210	1693	1396	860	827	844	677
FBgn0032217	871	693	2681	2553	2343	348
FBgn0032218	1731	1561	1020	649	1104	692
FBgn0032219	1849	1204	317	347	394	740
FBgn0032221	196	187	52	58	83	78
FBgn0032222	2355	2771	1639	1733	1489	942
FBgn0032223	767	748	1632	1652	1303	307
FBgn0032224	935	1021	1973	1669	1697	374
FBgn0032225	48	74	23	23	17	19
FBgn0032228	24	33	90	60	64	10
FBgn0032229	2767	2108	1958	1943	1963	1107
FBgn0032230	626	569	180	160	257	250
FBgn0032231	883	751	2003	1489	1576	353
FBgn0032233	281	218	22	38	50	112
FBgn0032234	147	113	489	396	390	59
FBgn0032235	444	424	887	397	753	177
FBgn0032236	832	891	2029	2331	1975	333
FBgn0032244	121	122	1494	1489	1178	48
FBgn0032246	1692	1618	3513	2911	3160	677
FBgn0032247	144	158	313	329	336	57
FBgn0032250	216	231	1066	1065	980	86
FBgn0032251	201	134	816	856	720	80
FBgn0032252	250	155	80	73	106	100
FBgn0032256	155	197	542	586	534	62
FBgn0032258	365	392	1187	793	888	146
FBgn0032259	187	148	474	424	412	75
FBgn0032260	88	110	0	2	4	35
FBgn0032261	317	361	597	632	555	127
FBgn0032262	364	272	2503	2253	1834	146
FBgn0032265	39	39	19	15	17	15
FBgn0032266	140	257	17	35	31	56
FBgn0032268	985	678	141	191	211	394
FBgn0032269	7439	4312	1065	1231	1294	2975
FBgn0032271	187	211	74	68	123	75
FBgn0032276	2501	1547	329	401	442	1000
FBgn0032281	16	8	27	21	53	6
FBgn0032282	16	18	5	6	11	6
FBgn0032285	869	502	1627	1413	2489	348
FBgn0032287	613	606	458	303	378	245
FBgn0032290	333	311	755	791	699	133
FBgn0032291	836	535	152	185	131	334
FBgn0032292	774	649	1652	1894	1655	310
FBgn0032293	214	268	859	987	947	86
FBgn0032294	109	65	19	24	18	44
FBgn0032295	391	280	1887	1873	1368	156
FBgn0032296	246	269	646	720	539	98
FBgn0032297	1253	1509	859	548	893	501
FBgn0032305	1529	1439	1160	951	1049	612
FBgn0032311	5	3	76	24	72	2
FBgn0032312	522	308	44	73	111	209
FBgn0032313	324	166	38	36	34	129
FBgn0032314	1969	972	227	307	333	788
FBgn0032318	249	174	85	89	129	100
FBgn0032321	402	422	1351	1233	1003	161
FBgn0032322	404	321	204	103	272	161
FBgn0032330	615	659	536	441	436	246
FBgn0032336	256	295	173	176	190	102
FBgn0032337	227	175	0	0	1	91
FBgn0032338	275	191	45	38	50	110
FBgn0032341	564	788	2454	2058	1748	226
FBgn0032343	58	63	185	220	284	23
FBgn0032345	315	280	54	114	102	126
FBgn0032346	147	233	1204	1230	1032	59
FBgn0032348	302	391	1020	900	729	121
FBgn0032350	3088	3498	6637	6912	6319	1235
FBgn0032354	149	129	1418	1543	1146	60
FBgn0032358	1085	1103	787	668	796	434
FBgn0032360	4948	3269	752	998	1061	1979
FBgn0032363	1043	1161	1711	1543	1432	417
FBgn0032364	611	400	110	137	133	244
FBgn0032365	199	109	28	42	53	79
FBgn0032368	29	19	0	2	6	12
FBgn0032369	227	175	32	37	43	91
FBgn0032370	1441	805	209	282	275	577
FBgn0032371	2283	1304	326	383	454	913
FBgn0032372	1253	843	217	276	355	501
FBgn0032374	376	284	1693	1789	1523	150
FBgn0032375	143	118	44	55	44	57
FBgn0032376	391	189	61	67	66	156
FBgn0032377	111	52	27	34	56	44
FBgn0032378	910	1151	1991	1875	1689	364
FBgn0032381	5668	4068	3006	2135	4032	2267
FBgn0032382	997	785	3458	2768	3712	399
FBgn0032385	266	198	60	44	47	106
FBgn0032388	752	790	2061	1863	1832	301
FBgn0032390	114	161	1716	1811	1572	46
FBgn0032391	52	48	286	293	261	21
FBgn0032393	978	955	3149	2761	3242	391
FBgn0032394	700	601	1883	1301	2276	280
FBgn0032395	298	397	615	486	416	119
FBgn0032398	1067	823	2608	2235	2665	427
FBgn0032399	119	91	214	180	190	48
FBgn0032400	20172	16805	33310	33393	30964	8069
FBgn0032401	54	65	133	135	129	22
FBgn0032402	4851	5557	244	141	254	1941
FBgn0032405	649	844	38	13	44	259
FBgn0032408	237	350	1503	1399	1261	95
FBgn0032409	212	235	981	881	800	85
FBgn0032414	126	145	9	13	16	50
FBgn0032415	32	34	9	4	14	13
FBgn0032419	380	250	76	59	75	152
FBgn0032420	176	213	937	863	750	70
FBgn0032421	263	307	1317	1324	1243	105
FBgn0032422	1113	1066	1715	1112	2052	445
FBgn0032424	1612	1083	268	292	330	645
FBgn0032428	192	131	53	48	60	77
FBgn0032429	542	566	1188	1287	1208	217
FBgn0032430	212	402	557	466	633	85
FBgn0032431	631	325	78	104	98	252
FBgn0032433	347	444	255	173	210	139
FBgn0032434	46	22	10	22	27	18
FBgn0032439	68	45	12	5	7	27
FBgn0032444	1788	2281	11777	9697	9681	715
FBgn0032445	507	407	823	807	824	203
FBgn0032446	44	67	293	314	219	17
FBgn0032447	299	252	70	81	93	119
FBgn0032448	784	610	138	188	195	314
FBgn0032450	150	228	1605	1636	1265	60
FBgn0032451	671	701	1433	1158	1103	268
FBgn0032452	21	19	96	71	88	8
FBgn0032453	2252	2468	7019	7068	6908	901
FBgn0032454	801	826	3053	2931	2176	320
FBgn0032455	798	749	2402	2382	2298	319
FBgn0032456	5649	5386	4191	3913	3937	2259
FBgn0032457	607	390	84	121	127	243
FBgn0032464	2923	1982	358	461	628	1169
FBgn0032465	543	527	1476	1356	1254	217
FBgn0032467	10673	11030	2632	2459	2318	4269
FBgn0032471	1504	863	238	282	282	602
FBgn0032472	91	107	408	143	398	36
FBgn0032473	124	79	28	26	21	50
FBgn0032474	6348	5506	3107	3232	2997	2539
FBgn0032475	529	653	2487	2482	2009	212
FBgn0032476	430	449	1522	1477	1352	172
FBgn0032478	37	41	15	12	11	15
FBgn0032479	2667	2964	4378	3868	3478	1067
FBgn0032480	1278	1120	952	774	952	511
FBgn0032481	4895	3086	1448	1537	1572	1958
FBgn0032482	8614	8176	3712	3578	3726	3446
FBgn0032483	976	644	163	169	184	390
FBgn0032484	196	183	15	15	27	78
FBgn0032485	853	770	2242	2071	1496	341
FBgn0032486	174	174	707	683	625	70
FBgn0032487	342	266	603	553	636	137
FBgn0032488	753	637	1980	1828	1600	301
FBgn0032492	988	701	126	202	218	395
FBgn0032493	46	72	1	1	1	18
FBgn0032494	4022	4235	3045	1391	3284	1609
FBgn0032495	402	341	125	66	151	161
FBgn0032499	345	416	753	618	601	138
FBgn0032503	519	305	81	78	123	208
FBgn0032505	1191	2309	74894	48242	97024	476
FBgn0032506	272	268	43	56	47	109
FBgn0032507	4	0	52	22	88	1
FBgn0032509	1291	1360	3077	3075	2859	517
FBgn0032511	5935	5613	2242	2178	2439	2374
FBgn0032512	395	483	1287	1196	1011	158
FBgn0032513	1410	1326	2026	1977	1706	564
FBgn0032514	194	242	2479	2377	2083	78
FBgn0032516	396	256	1140	1179	1048	158
FBgn0032517	177	199	524	351	385	71
FBgn0032518	29349	35227	62828	54157	75760	11740
FBgn0032519	1042	622	127	182	199	417
FBgn0032520	2725	1537	319	472	443	1090
FBgn0032521	274	294	1697	1493	1195	110
FBgn0032522	239	159	31	40	33	95
FBgn0032524	172	221	483	369	437	69
FBgn0032525	2219	1528	267	363	470	887
FBgn0032530	382	294	48	93	98	153
FBgn0032535	47	54	20	9	10	19
FBgn0032538	4763	6202	2	1	1	1905
FBgn0032553	920	550	141	127	171	368
FBgn0032554	547	335	63	107	143	219
FBgn0032563	647	472	87	120	156	259
FBgn0032577	459	309	81	90	84	183
FBgn0032586	9745	9366	6302	6013	5657	3898
FBgn0032587	3767	2196	965	807	844	1507
FBgn0032588	1204	750	142	191	210	482
FBgn0032590	2901	1727	372	381	505	1160
FBgn0032593	85	50	21	18	15	34
FBgn0032596	4378	4121	6186	6022	5897	1751
FBgn0032597	647	605	1391	1374	1353	259
FBgn0032600	860	1003	2178	2146	1824	344
FBgn0032601	770	819	351	222	493	308
FBgn0032603	1012	974	341	189	384	405
FBgn0032609	1513	1032	231	262	303	605
FBgn0032615	14	47	62	55	93	5
FBgn0032620	125	175	1473	1555	1319	50
FBgn0032624	1478	849	171	259	260	591
FBgn0032625	384	389	86	111	127	153
FBgn0032626	995	552	116	171	154	398
FBgn0032629	229	222	34	47	36	91
FBgn0032632	1718	1176	223	289	348	687
FBgn0032633	609	712	1489	1424	1141	244
FBgn0032634	106	127	639	714	657	42
FBgn0032635	361	291	1449	1366	1182	144
FBgn0032636	1014	661	145	181	158	406
FBgn0032637	2309	1446	358	458	447	924
FBgn0032638	431	420	551	464	1151	172
FBgn0032640	2862	2426	3961	3508	3620	1145
FBgn0032642	373	400	659	658	695	149
FBgn0032643	758	719	3035	2865	2718	303
FBgn0032644	159	199	1144	1077	859	63
FBgn0032647	296	205	43	66	38	118
FBgn0032648	513	234	55	88	78	205
FBgn0032649	320	199	52	51	42	128
FBgn0032650	692	468	99	140	152	277
FBgn0032651	108	91	13	16	18	43
FBgn0032652	213	259	123	133	155	85
FBgn0032654	575	376	76	99	155	230
FBgn0032656	395	429	1018	1190	884	158
FBgn0032658	113	85	28	20	7	45
FBgn0032660	354	135	47	67	53	141
FBgn0032664	760	446	111	89	122	304
FBgn0032666	1555	1606	515	411	562	622
FBgn0032669	236	225	959	601	1429	94
FBgn0032670	369	276	98	63	82	147
FBgn0032671	274	280	656	613	589	110
FBgn0032677	3280	2172	445	564	590	1312
FBgn0032680	82	71	22	31	17	33
FBgn0032681	515	563	210	191	263	206
FBgn0032682	453	461	244	122	229	181
FBgn0032683	562	610	151	52	163	225
FBgn0032684	2236	1942	623	308	705	894
FBgn0032685	922	825	66	49	132	369
FBgn0032688	362	355	1187	1169	973	145
FBgn0032690	341	406	930	763	762	136
FBgn0032691	82	144	429	561	436	33
FBgn0032693	166	71	46	35	78	66
FBgn0032698	128	131	2274	2564	2038	51
FBgn0032700	542	446	924	884	757	217
FBgn0032701	272	319	761	638	569	109
FBgn0032702	399	384	1267	1070	860	159
FBgn0032703	602	501	1041	1134	963	241
FBgn0032704	1551	1432	3687	3367	3602	620
FBgn0032705	202	192	2846	2780	2123	81
FBgn0032707	873	779	18	29	45	349
FBgn0032709	156	156	11	34	34	62
FBgn0032713	2304	2422	223	205	348	922
FBgn0032717	1255	1066	2154	1832	1728	502
FBgn0032719	250	235	60	47	68	100
FBgn0032720	259	271	572	601	545	103
FBgn0032721	1830	2098	4002	3879	3483	732
FBgn0032723	642	659	1242	1091	971	257
FBgn0032724	266	358	1369	1243	1067	106
FBgn0032725	537	532	1208	1543	1318	215
FBgn0032727	1281	1204	791	474	791	512
FBgn0032728	251	169	696	546	550	100
FBgn0032729	1495	1290	864	774	832	598
FBgn0032730	126	63	167	193	172	50
FBgn0032732	232	206	813	968	884	93
FBgn0032733	5	31	76	38	50	2
FBgn0032734	23	20	8	6	7	9
FBgn0032740	567	392	92	125	137	227
FBgn0032741	356	222	79	79	106	142
FBgn0032744	622	726	480	366	508	249
FBgn0032746	499	416	1024	1075	937	199
FBgn0032748	1178	1148	3201	3228	2308	471
FBgn0032749	29	24	4	13	4	11
FBgn0032750	83	117	486	459	437	33
FBgn0032752	422	301	1095	1050	880	169
FBgn0032753	89	80	24	20	25	35
FBgn0032763	124	145	853	913	649	49
FBgn0032768	1693	1134	193	320	341	677
FBgn0032769	634	447	102	142	111	254
FBgn0032770	529	654	188	79	168	212
FBgn0032771	2188	1239	311	326	449	875
FBgn0032772	374	452	88	103	159	150
FBgn0032773	7399	5089	1100	605	1304	2959
FBgn0032775	556	606	1265	956	1178	222
FBgn0032781	349	368	2221	2072	2006	140
FBgn0032782	597	660	1208	1017	1338	239
FBgn0032783	1942	1833	5706	5825	5007	777
FBgn0032785	482	506	133	87	118	193
FBgn0032787	341	349	592	487	620	136
FBgn0032790	230	209	497	524	521	92
FBgn0032791	107	92	265	238	238	43
FBgn0032793	174	230	389	333	428	70
FBgn0032796	582	628	1607	1573	1145	233
FBgn0032797	3541	3087	474	342	549	1416
FBgn0032798	1038	1141	204	152	234	415
FBgn0032799	452	370	1019	1019	1029	181
FBgn0032801	269	244	419	373	475	108
FBgn0032803	2847	2273	25	32	43	1139
FBgn0032805	347	282	204	156	284	139
FBgn0032811	111	164	497	545	541	44
FBgn0032812	366	346	2030	1899	1737	146
FBgn0032813	164	182	66	49	87	66
FBgn0032814	600	476	1289	1415	1164	240
FBgn0032815	442	627	1659	1580	1282	177
FBgn0032816	138	126	289	236	289	55
FBgn0032817	612	811	1099	1083	884	245
FBgn0032818	314	298	908	908	812	125
