gene_id	day1_1	day1_2	day1_3	day60_1	day60_2	day60_3
FBgn0036505	1599	1358	2802	2935	2621	640
FBgn0036510	1065	915	1880	1996	1586	426
FBgn0036512	1649	1373	1028	1135	1041	660
FBgn0036514	249	298	896	985	793	100
FBgn0036515	750	845	2223	2532	2295	300
FBgn0036518	1027	1024	2502	2482	1762	411
FBgn0036519	271	209	1046	1109	789	108
FBgn0036520	587	336	77	102	153	235
FBgn0036522	285	238	2533	2611	2087	114
FBgn0036527	92	47	18	29	35	37
FBgn0036529	126	66	19	9	24	50
FBgn0036534	1691	1788	3116	2983	2545	676
FBgn0036536	138	140	836	745	590	55
FBgn0036537	1037	1111	2765	2706	2525	415
FBgn0036538	955	937	2901	3009	2454	382
FBgn0036544	322	258	178	126	164	129
FBgn0036545	361	449	1288	1330	1283	144
FBgn0036547	1027	1017	349	175	335	411
FBgn0036549	3061	3458	900	752	946	1224
FBgn0036550	414	356	135	95	173	166
FBgn0036551	1476	1452	744	435	826	591
FBgn0036553	605	677	376	263	582	242
FBgn0036557	645	721	1339	1307	1091	258
FBgn0036560	196	162	120	102	144	78
FBgn0036563	2133	1313	101	46	200	853
FBgn0036565	31	40	1445	1360	1094	12
FBgn0036566	1884	1760	2957	2340	2393	754
FBgn0036568	278	159	55	62	44	111
FBgn0036569	102	160	353	348	335	41
FBgn0036570	145	151	637	600	495	58
FBgn0036574	212	275	3858	3695	2883	85
FBgn0036575	10	9	28	13	28	4
FBgn0036576	133	144	346	252	204	53
FBgn0036579	394	371	652	793	726	158
FBgn0036580	467	482	1614	1784	1606	187
FBgn0036581	418	326	879	879	813	167
FBgn0036583	26	17	4	1	3	10
FBgn0036585	78	104	0	0	0	31
FBgn0036587	945	987	60	41	58	378
FBgn0036588	420	235	4	0	4	168
FBgn0036589	4513	2872	20	13	43	1805
FBgn0036590	1929	1077	0	0	0	772
FBgn0036595	19	19	0	0	0	7
FBgn0036597	3291	3125	6	4	7	1317
FBgn0036600	1265	1328	5	0	0	506
FBgn0036601	172	117	2	1	1	69
FBgn0036602	30	21	0	0	0	12
FBgn0036603	77	102	0	0	0	31
FBgn0036608	37	25	2	3	9	15
FBgn0036609	24	17	6	3	3	10
FBgn0036610	22	18	2	3	6	9
FBgn0036612	21	33	3	0	1	8
FBgn0036614	317	328	515	466	445	127
FBgn0036620	194	243	876	913	751	77
FBgn0036621	1494	1730	2310	2274	1858	598
FBgn0036622	2199	2144	1405	1167	1306	879
FBgn0036624	174	279	1398	1291	964	69
FBgn0036627	505	396	142	80	130	202
FBgn0036629	55	68	251	219	209	22
FBgn0036640	94	154	1426	1249	1033	37
FBgn0036641	590	558	2627	2942	2526	236
FBgn0036643	342	295	639	593	697	137
FBgn0036646	281	256	526	544	467	112
FBgn0036648	86	81	375	371	353	34
FBgn0036652	1390	809	161	238	210	556
FBgn0036654	365	210	59	94	88	146
FBgn0036656	20	41	5	0	1	8
FBgn0036659	10152	4288	554	148	240	4061
FBgn0036660	101	107	2114	1815	1568	40
FBgn0036661	1042	1040	4910	5276	4270	417
FBgn0036662	740	492	1170	922	926	296
FBgn0036663	5769	6028	4794	3625	5241	2308
FBgn0036665	387	314	21	22	20	155
FBgn0036666	3256	2762	2464	2066	2387	1302
FBgn0036667	113	122	397	444	432	45
FBgn0036668	833	1008	1889	1849	1485	333
FBgn0036670	148	111	32	28	46	59
FBgn0036671	376	333	1479	1515	1366	150
FBgn0036677	36	8	16	6	1	14
FBgn0036678	89	56	7	14	15	36
FBgn0036679	82	89	20	19	27	33
FBgn0036680	200	222	96	80	111	80
FBgn0036686	449	564	2570	2139	1937	180
FBgn0036687	2903	1857	413	455	490	1161
FBgn0036688	511	542	1220	1240	950	204
FBgn0036689	419	204	2253	2174	1761	168
FBgn0036690	84	73	5158	2709	4840	33
FBgn0036691	391	444	1292	1272	1076	156
FBgn0036695	256	194	904	765	775	102
FBgn0036696	112	115	479	447	443	45
FBgn0036697	2350	2068	1838	1850	1551	940
FBgn0036698	318	398	177	121	201	127
FBgn0036703	816	472	123	128	149	326
FBgn0036704	1186	717	141	246	192	475
FBgn0036705	216	113	28	39	45	86
FBgn0036706	761	552	132	152	207	304
FBgn0036708	925	732	115	195	230	370
FBgn0036710	412	263	2065	2035	1495	165
FBgn0036712	51	17	13	12	6	20
FBgn0036713	157	87	71	88	71	63
FBgn0036714	484	330	757	750	605	193
FBgn0036715	367	423	44	46	51	147
FBgn0036717	129	104	0	0	0	51
FBgn0036723	2447	1661	334	400	457	979
FBgn0036725	34	51	4	6	12	14
FBgn0036726	5350	6026	2960	3315	3030	2140
FBgn0036727	1662	887	495	357	665	665
FBgn0036728	17125	18434	4735	4533	4958	6850
FBgn0036729	1476	1098	227	315	316	591
FBgn0036730	302	264	40	94	86	121
FBgn0036731	694	576	142	137	167	278
FBgn0036732	303	195	433	323	520	121
FBgn0036733	237	299	1843	1840	1325	95
FBgn0036734	721	706	1088	1093	1049	288
FBgn0036735	482	490	2691	2517	1971	193
FBgn0036738	119	61	355	134	236	47
FBgn0036740	1418	1238	1919	1702	2017	567
FBgn0036741	1034	897	1823	1421	1669	414
FBgn0036742	1092	1093	199	113	234	437
FBgn0036745	307	266	839	900	903	123
FBgn0036747	24	13	3	4	1	9
FBgn0036750	16	24	1	0	2	6
FBgn0036751	842	503	98	159	151	337
FBgn0036752	221	337	439	319	432	88
FBgn0036754	131	216	611	551	503	52
FBgn0036756	1345	1138	521	338	688	538
FBgn0036760	89	83	177	141	174	35
FBgn0036761	1047	1214	3497	3646	2776	419
FBgn0036762	17767	21854	6789	5968	6238	7107
FBgn0036763	4855	2980	1747	1865	1905	1942
FBgn0036764	318	516	1789	1507	1476	127
FBgn0036766	758	1042	3427	1579	3592	303
FBgn0036767	34	62	483	264	579	13
FBgn0036768	175	127	86	70	121	70
FBgn0036769	630	831	1169	1105	1018	252
FBgn0036770	962	1197	1569	1349	1356	385
FBgn0036772	140	256	532	356	424	56
FBgn0036774	410	502	2129	2268	1972	164
FBgn0036775	517	669	2352	2517	2123	207
FBgn0036777	30	29	305	405	327	12
FBgn0036778	2071	1186	436	377	431	828
FBgn0036780	105	39	19	4	11	42
FBgn0036783	352	373	22	48	47	141
FBgn0036784	1684	1004	236	304	303	674
FBgn0036785	1466	1018	190	239	313	586
FBgn0036786	102	81	12	1	3	41
FBgn0036787	181	149	55	58	67	72
FBgn0036789	98	143	22	21	27	39
FBgn0036790	72	63	6	11	6	29
FBgn0036796	155	80	46	36	99	62
FBgn0036801	1321	1107	2557	2480	2036	529
FBgn0036804	311	335	780	880	825	124
FBgn0036805	1385	1292	2080	1939	2099	554
FBgn0036807	299	237	34	60	45	119
FBgn0036808	244	127	59	44	41	98
FBgn0036809	121	67	12	38	16	48
FBgn0036811	182	205	483	515	551	73
FBgn0036812	66	129	898	866	718	26
FBgn0036813	710	1011	1338	1234	1329	284
FBgn0036814	725	869	1436	1396	1020	290
FBgn0036815	146	242	5104	5049	4139	58
FBgn0036818	84	73	511	550	394	33
FBgn0036819	174	141	402	418	389	69
FBgn0036821	5547	5992	954	599	959	2219
FBgn0036824	2227	2058	3368	2770	3430	891
FBgn0036825	24447	26712	50166	47866	55495	9779
FBgn0036826	66	55	912	937	749	26
FBgn0036827	225	220	1588	1565	1384	90
FBgn0036828	213	233	913	668	622	85
FBgn0036830	1116	635	126	196	214	447
FBgn0036831	2	5	173	57	116	1
FBgn0036832	192	153	37	57	60	77
FBgn0036833	51	52	606	318	560	20
FBgn0036834	886	685	169	132	243	354
FBgn0036836	730	543	72	50	52	292
FBgn0036837	20197	14684	11573	8219	11786	8079
FBgn0036838	324	276	954	908	681	129
FBgn0036839	647	831	31	24	37	259
FBgn0036844	1235	996	2460	2545	2015	494
FBgn0036847	206	325	1624	1322	1365	82
FBgn0036848	422	451	1277	1238	1286	169
FBgn0036849	62	37	31	24	22	25
FBgn0036850	208	163	1085	1173	836	83
FBgn0036851	78	93	11	19	12	31
FBgn0036853	416	390	1451	1594	1521	166
FBgn0036857	950	823	498	280	609	380
FBgn0036859	11	15	3	3	5	4
FBgn0036862	3504	4401	740	569	749	1402
FBgn0036868	111	47	15	20	15	44
FBgn0036874	56	42	9	24	9	22
FBgn0036875	1082	821	297	238	391	433
FBgn0036876	381	375	773	554	969	152
FBgn0036877	444	422	95	66	109	178
FBgn0036880	253	233	15	6	14	101
FBgn0036881	881	859	52	29	48	352
FBgn0036886	297	409	1259	1238	1050	119
FBgn0036887	1444	1531	2554	2661	2511	578
FBgn0036888	1677	1725	3719	3112	3172	671
FBgn0036889	153	153	835	874	727	61
FBgn0036890	157	124	45	35	24	63
FBgn0036891	2062	1944	629	292	629	825
FBgn0036893	230	137	884	898	705	92
FBgn0036895	1825	1071	254	237	355	730
FBgn0036896	685	759	621	447	607	274
FBgn0036897	543	441	1293	1240	953	217
FBgn0036899	191	123	36	26	61	76
FBgn0036900	801	721	1497	1387	1133	320
FBgn0036905	26	19	6	10	3	10
FBgn0036906	17	40	206	182	152	7
FBgn0036908	244	264	1274	1218	1174	97
FBgn0036909	179	197	727	815	694	72
FBgn0036911	430	378	1068	1091	934	172
FBgn0036915	580	633	1793	1672	1459	232
FBgn0036916	217	243	597	546	530	87
FBgn0036918	1161	1084	2241	2546	2490	465
FBgn0036919	1212	1158	2300	1993	1843	485
FBgn0036920	627	677	1129	1004	852	251
FBgn0036921	3503	4089	5150	5054	4773	1401
FBgn0036922	105	171	250	221	251	42
FBgn0036923	17	27	16	15	10	7
FBgn0036924	1363	871	184	280	227	545
FBgn0036925	1749	1157	298	327	394	700
FBgn0036926	614	587	180	147	220	246
FBgn0036927	1378	1459	5246	4558	4344	551
FBgn0036928	2944	2730	4080	4404	3818	1178
FBgn0036929	830	930	2063	2166	1935	332
FBgn0036931	1696	1056	228	230	336	678
FBgn0036932	504	614	1032	1020	1025	202
FBgn0036934	124	115	20	22	31	49
FBgn0036935	457	397	109	106	132	183
FBgn0036937	43	25	0	2	12	17
FBgn0036939	1905	1648	179	261	302	762
FBgn0036940	58	29	20	18	17	23
FBgn0036941	903	645	127	176	161	361
FBgn0036942	132	145	465	409	430	53
FBgn0036948	34	31	772	392	959	13
FBgn0036951	6	1	299	123	286	2
FBgn0036952	2	5	71	36	54	1
FBgn0036956	85	135	9	8	5	34
FBgn0036958	684	865	2291	2140	1750	274
FBgn0036959	86	115	410	393	497	34
FBgn0036962	890	655	123	167	162	356
FBgn0036964	221	247	337	361	343	88
FBgn0036967	1077	1020	2838	2897	2374	431
FBgn0036969	1798	618	444	329	666	719
FBgn0036970	414	101	692	451	1133	165
FBgn0036973	233	261	432	430	473	93
FBgn0036974	4507	4782	8943	8651	7784	1803
FBgn0036975	3671	3388	486	365	686	1468
FBgn0036977	10	4	28	18	14	4
FBgn0036978	16	27	32	36	44	6
FBgn0036979	30	51	4	9	6	12
FBgn0036980	1305	1456	3963	3520	3217	522
FBgn0036984	115	119	37	16	41	46
FBgn0036985	356	555	10	5	3	142
FBgn0036986	142	110	46	26	32	57
FBgn0036987	171	155	518	498	421	68
FBgn0036988	366	362	552	580	430	146
FBgn0036990	524	546	1419	1567	1314	210
FBgn0036991	149	173	1119	1021	870	59
FBgn0036992	703	1046	1754	1363	2206	281
FBgn0036994	194	204	2556	2763	2139	77
FBgn0036995	139	126	50	67	63	56
FBgn0036996	70	161	1169	406	750	28
FBgn0036998	359	323	1022	1231	1037	143
FBgn0036999	321	297	716	726	650	128
FBgn0037001	19806	22613	6156	5591	6711	7922
FBgn0037007	4416	4662	3172	2239	3375	1766
FBgn0037008	229	283	501	474	497	91
FBgn0037010	1806	1864	2674	2468	2228	722
FBgn0037011	407	442	739	659	862	163
FBgn0037012	435	444	332	179	325	174
FBgn0037015	212	226	16	20	39	85
FBgn0037017	164	122	410	420	317	66
FBgn0037018	335	392	1077	964	820	134
FBgn0037019	267	290	985	919	863	107
FBgn0037020	631	520	1865	1821	1811	252
FBgn0037021	422	520	3027	2728	2199	169
FBgn0037022	434	408	1660	1604	1422	174
FBgn0037023	263	148	52	56	56	105
FBgn0037024	1627	1543	5278	5408	4930	651
FBgn0037025	74	70	1113	1111	835	29
FBgn0037026	246	284	1357	1251	1037	98
FBgn0037027	723	837	4327	4025	3189	289
FBgn0037028	425	390	767	719	623	170
FBgn0037031	208	208	671	725	527	83
FBgn0037035	1335	901	170	266	258	534
FBgn0037037	425	194	51	82	96	170
FBgn0037040	1904	1133	250	236	265	762
FBgn0037042	46	26	12	11	2	18
FBgn0037044	326	296	706	701	614	130
FBgn0037045	302	364	637	712	571	121
FBgn0037050	227	189	49	62	79	91
FBgn0037051	2975	3238	7503	7027	6285	1190
FBgn0037057	877	572	612	438	605	351
FBgn0037059	780	466	104	142	133	312
FBgn0037060	489	406	94	97	115	195
FBgn0037061	91	79	477	551	476	36
FBgn0037063	1344	1248	3286	2999	3284	538
FBgn0037064	3498	2067	577	569	687	1399
FBgn0037065	377	534	1205	699	1185	151
FBgn0037069	22	16	5	6	8	9
FBgn0037071	484	607	1116	906	942	194
FBgn0037073	569	656	2233	1882	1672	228
FBgn0037074	1660	1729	2962	2456	2723	664
FBgn0037076	88	145	630	638	485	35
FBgn0037081	395	358	1424	1400	1232	158
FBgn0037082	237	174	831	793	609	95
FBgn0037084	733	767	1491	1486	1434	293
FBgn0037085	18	13	1	5	6	7
FBgn0037086	2025	1292	310	355	411	810
FBgn0037087	234	321	1372	1506	1383	93
FBgn0037090	483	550	354	221	364	193
FBgn0037093	1342	1426	2329	2252	2001	537
FBgn0037094	5046	5406	3984	3481	3444	2019
FBgn0037101	1784	1182	258	305	346	714
FBgn0037102	614	726	1044	1247	1131	246
FBgn0037105	126	143	348	352	271	50
FBgn0037106	78	84	1339	1211	980	31
FBgn0037107	223	241	49	37	49	89
FBgn0037108	763	743	1642	1512	1561	305
FBgn0037109	808	693	2609	2459	2068	323
FBgn0037110	288	273	1017	898	941	115
FBgn0037115	1012	645	144	202	191	405
FBgn0037116	652	615	1043	1002	915	261
FBgn0037117	656	538	1075	1136	842	262
FBgn0037120	624	720	1365	1350	1230	249
FBgn0037121	334	242	797	917	750	134
FBgn0037123	616	262	0	0	0	246
FBgn0037124	105	33	0	0	3	42
FBgn0037125	154	49	0	0	0	62
FBgn0037127	163	178	3	2	4	65
FBgn0037128	2622	807	1	3	10	1049
FBgn0037129	2306	1250	1	0	0	922
FBgn0037130	252	328	122	90	126	101
FBgn0037134	474	428	1113	1064	948	190
FBgn0037137	860	1284	6832	6187	5249	344
FBgn0037138	3986	4028	3218	2793	2746	1594
FBgn0037140	647	759	116	116	158	259
FBgn0037141	70	127	1285	1287	902	28
FBgn0037142	270	304	1058	982	760	108
FBgn0037144	174	278	1098	897	853	69
FBgn0037146	11493	10307	6627	4525	7197	4597
FBgn0037147	1837	1124	240	347	425	735
FBgn0037149	154	127	936	1078	802	62
FBgn0037150	290	308	966	839	912	116
FBgn0037151	301	316	817	690	708	120
FBgn0037153	432	434	66	40	48	173
FBgn0037156	196	270	914	1000	851	78
FBgn0037163	1450	1045	519	476	615	580
FBgn0037164	555	372	189	118	169	222
FBgn0037166	436	463	1137	840	1482	174
FBgn0037169	273	177	51	108	58	109
FBgn0037170	625	430	88	117	94	250
FBgn0037172	481	296	55	82	102	192
FBgn0037176	276	210	107	100	127	110
FBgn0037180	32	31	3	9	13	13
FBgn0037181	34	48	2	6	1	13
FBgn0037182	1281	1274	2949	2821	2592	512
FBgn0037184	171	178	704	692	568	68
FBgn0037185	109	95	513	431	351	44
FBgn0037186	399	370	260	215	319	160
FBgn0037188	326	374	1646	1619	1277	130
FBgn0037191	892	511	116	132	160	357
FBgn0037195	529	457	90	90	161	211
FBgn0037197	93	68	6	17	19	37
FBgn0037199	954	857	3887	3897	4100	382
FBgn0037202	86	74	386	355	405	34
FBgn0037203	1253	1258	3288	3226	2444	501
FBgn0037205	39	47	816	697	593	15
FBgn0037206	141	101	70	54	61	56
FBgn0037207	169	244	2320	2384	1909	67
FBgn0037213	3767	3345	614	480	684	1507
FBgn0037215	1147	1092	2220	1927	2081	459
FBgn0037217	122	120	44	19	29	49
FBgn0037218	1025	1002	1778	1742	1468	410
FBgn0037220	742	835	2337	2265	2058	297
FBgn0037222	300	209	84	100	95	120
FBgn0037225	81	95	45	64	47	32
FBgn0037228	374	378	72	54	126	149
FBgn0037229	152	138	55	35	45	61
FBgn0037230	2899	1934	943	705	1052	1160
FBgn0037231	16	23	9	3	11	6
FBgn0037232	373	394	601	565	498	149
FBgn0037234	1160	1058	1918	2029	1601	464
FBgn0037235	837	710	1569	1441	1091	335
FBgn0037236	298	179	2423	2177	1851	119
FBgn0037238	509	340	67	56	99	204
FBgn0037239	3931	3155	2158	2022	2289	1572
FBgn0037240	1147	953	2272	1882	2098	459
FBgn0037241	234	336	626	561	538	94
FBgn0037244	404	493	966	1075	1010	162
FBgn0037248	464	826	6275	5728	4521	185
FBgn0037249	5264	5092	16440	11714	13352	2106
FBgn0037250	8	20	88	61	56	3
FBgn0037252	789	709	1792	1853	1505	316
FBgn0037254	329	237	57	40	74	131
FBgn0037255	382	391	2356	2185	1896	153
FBgn0037261	2996	3450	6528	5704	5728	1198
FBgn0037262	567	504	1293	1467	1342	227
FBgn0037263	39	51	302	313	307	16
FBgn0037265	364	284	674	566	721	145
FBgn0037270	4227	4975	10326	9670	10095	1691
FBgn0037275	415	572	143	121	139	166
FBgn0037276	928	584	166	134	174	371
FBgn0037280	29	17	2	4	15	11
FBgn0037282	592	685	1040	1030	855	237
FBgn0037283	1235	705	153	273	249	494
FBgn0037284	39	48	9	10	7	15
FBgn0037290	1485	1985	689	465	806	594
FBgn0037291	31	18	1	4	2	12
FBgn0037292	1042	1514	59	47	63	417
FBgn0037293	461	429	938	763	784	184
FBgn0037295	172	143	12	39	26	69
FBgn0037296	387	258	79	64	63	155
FBgn0037297	392	405	1174	914	908	157
FBgn0037298	1571	1443	3824	3623	3948	628
FBgn0037304	67	39	18	18	27	27
FBgn0037305	420	380	1101	1012	954	168
FBgn0037307	503	357	93	116	140	201
FBgn0037310	308	233	57	105	77	123
FBgn0037312	429	562	2118	2249	2299	171
FBgn0037313	1789	1785	2297	2265	2413	716
FBgn0037317	226	216	959	1069	799	90
FBgn0037320	625	494	116	123	190	250
FBgn0037323	430	220	21	11	12	172
FBgn0037324	117	172	24	32	46	47
FBgn0037325	615	449	113	114	117	246
FBgn0037326	338	321	96	42	110	135
FBgn0037327	1559	1449	2730	2701	2423	624
FBgn0037328	15492	16124	35996	34247	37950	6197
FBgn0037329	4416	3490	1939	1975	2046	1766
FBgn0037330	722	725	988	963	895	289
FBgn0037332	359	480	688	688	604	143
FBgn0037336	1620	1888	2701	2419	2201	648
FBgn0037338	52	104	1460	1312	1086	21
FBgn0037339	1688	1593	3030	2777	2699	675
FBgn0037340	346	342	538	661	591	138
FBgn0037341	851	885	1753	1424	1715	340
FBgn0037342	460	458	1385	1461	1395	184
FBgn0037344	1237	1315	3366	3357	2698	495
FBgn0037345	91	53	293	253	244	36
FBgn0037347	743	728	1130	1124	1142	297
FBgn0037350	177	128	208	232	235	71
FBgn0037351	39504	44045	62505	55381	65989	15802
FBgn0037354	1533	1567	2625	2109	2443	613
FBgn0037359	306	318	639	628	529	122
FBgn0037360	1234	1304	5900	5626	5102	494
FBgn0037363	1514	1432	2364	2015	1801	606
FBgn0037364	77	115	1876	1791	1250	31
FBgn0037365	387	303	91	102	73	155
FBgn0037368	74	77	1486	1630	1438	30
FBgn0037369	763	617	1598	1602	1439	305
FBgn0037370	608	816	2001	2116	1917	243
FBgn0037371	278	288	1501	1403	1184	111
FBgn0037372	173	146	1595	1329	1184	69
FBgn0037374	1155	1372	1957	1978	1715	462
FBgn0037375	1683	1200	258	290	329	673
FBgn0037376	787	661	3070	3089	2586	315
FBgn0037377	279	211	1716	1854	1513	111
FBgn0037379	291	412	2452	2355	1881	116
FBgn0037382	344	320	1164	1189	924	138
FBgn0037383	349	301	835	907	731	139
FBgn0037384	244	285	1268	1268	1136	97
FBgn0037385	444	245	50	56	81	178
FBgn0037386	1877	1835	361	294	324	751
FBgn0037387	7516	6317	2366	1585	2473	3006
FBgn0037388	596	394	121	119	120	238
FBgn0037389	37	18	7	13	13	15
FBgn0037391	1768	1746	626	490	559	707
FBgn0037396	124	171	13	12	31	50
FBgn0037398	539	348	106	88	97	216
FBgn0037402	284	167	40	33	44	113
FBgn0037405	41	19	11	8	7	16
FBgn0037408	72	79	23	27	54	29
FBgn0037409	46	53	147	75	116	18
FBgn0037410	40	19	6	1	8	16
FBgn0037413	70	45	8	12	11	28
FBgn0037414	12	19	0	0	4	5
FBgn0037416	14	27	1	6	0	5
FBgn0037420	122	104	0	5	8	49
FBgn0037431	61	18	16	4	26	24
FBgn0037432	650	451	93	149	182	260
FBgn0037433	946	1110	625	448	807	378
FBgn0037435	76	126	682	729	560	30
FBgn0037439	375	584	1198	1003	1005	150
FBgn0037443	3683	3522	2255	2016	2157	1473
FBgn0037445	520	548	1106	1174	991	208
FBgn0037446	612	531	1392	1433	1209	245
FBgn0037447	6742	7702	1067	810	1390	2697
FBgn0037448	413	434	123	106	145	165
FBgn0037454	1805	1220	242	289	352	722
FBgn0037455	933	567	155	146	180	373
FBgn0037456	435	262	68	57	64	174
FBgn0037460	1459	911	212	218	303	584
FBgn0037461	955	735	146	186	202	382
FBgn0037462	445	245	53	75	72	178
FBgn0037463	2627	1630	378	479	520	1051
FBgn0037464	2372	1524	418	433	492	949
FBgn0037465	406	507	1128	981	990	162
FBgn0037466	685	767	1073	961	916	274
FBgn0037467	783	668	572	469	623	313
FBgn0037468	1422	1326	7826	8827	6766	569
FBgn0037469	493	568	778	803	798	197
FBgn0037470	831	759	2544	2203	1911	332
FBgn0037472	442	464	1473	1458	1147	177
FBgn0037475	84	91	17	17	32	33
FBgn0037478	181	224	553	558	607	72
FBgn0037481	44	58	1079	1146	859	18
FBgn0037482	1043	931	2014	2100	1700	417
FBgn0037483	1346	763	191	180	258	538
FBgn0037485	290	224	420	245	633	116
FBgn0037486	1221	779	156	185	198	489
FBgn0037487	96	125	1	1	7	38
FBgn0037488	63	60	19	4	19	25
FBgn0037489	354	432	1655	1456	1464	142
FBgn0037491	199	270	800	851	672	80
FBgn0037492	53	71	451	408	334	21
FBgn0037498	273	93	41	24	117	109
FBgn0037500	880	560	95	140	179	352
FBgn0037502	1325	851	167	231	225	530
FBgn0037503	69	95	0	0	0	27
FBgn0037504	252	294	920	1157	889	101
FBgn0037506	1866	1195	251	311	343	746
FBgn0037512	907	462	107	113	154	363
FBgn0037513	1019	1196	740	426	741	408
FBgn0037514	822	457	171	149	205	329
FBgn0037515	1488	1335	899	1162	1136	595
FBgn0037516	264	175	35	51	103	106
FBgn0037519	296	220	140	83	155	118
FBgn0037521	606	559	385	261	317	242
FBgn0037525	1329	1570	312	347	367	532
FBgn0037526	124	128	482	518	421	49
FBgn0037529	1146	1250	1678	1555	1675	459
FBgn0037530	2039	1756	3934	3424	3327	815
FBgn0037531	32	35	572	685	490	13
FBgn0037533	2759	2819	11161	10930	8889	1104
FBgn0037534	2036	2178	733	466	751	814
FBgn0037535	86	71	403	393	364	34
FBgn0037538	2641	2782	1536	1367	1278	1056
FBgn0037539	730	757	2005	1854	1745	292
FBgn0037540	29	48	548	506	422	12
FBgn0037543	6	5	21	31	22	2
FBgn0037546	82	103	19	6	14	33
FBgn0037548	103	114	167	178	180	41
FBgn0037549	782	743	1976	1877	1548	313
FBgn0037550	167	227	618	566	551	67
FBgn0037551	883	937	1663	1549	1394	353
FBgn0037552	110	149	318	335	275	44
FBgn0037553	349	358	59	55	56	139
FBgn0037554	225	214	1277	1148	998	90
FBgn0037555	400	480	4844	4565	3831	160
FBgn0037556	680	637	1480	1331	988	272
FBgn0037560	579	590	363	269	458	232
FBgn0037561	156	226	875	916	759	62
FBgn0037562	39	36	346	187	385	16
FBgn0037565	837	978	557	313	480	335
FBgn0037566	557	578	2560	2387	2187	223
FBgn0037569	127	140	477	517	463	51
FBgn0037570	87	39	2	15	20	35
FBgn0037571	321	252	41	71	64	128
FBgn0037572	177	138	30	33	46	71
FBgn0037573	709	750	2760	2581	2347	284
FBgn0037574	199	242	634	641	509	79
FBgn0037577	1238	1118	540	451	626	495
FBgn0037578	103	123	683	628	566	41
FBgn0037579	1065	641	164	152	207	426
FBgn0037583	292	312	2224	2110	1864	117
FBgn0037592	838	743	1548	1513	1238	335
FBgn0037601	136	173	45	23	96	54
FBgn0037603	262	302	587	585	675	105
FBgn0037606	545	653	1289	1178	963	218
FBgn0037607	11316	10442	15737	12852	13195	4526
FBgn0037608	479	507	1120	1151	999	191
FBgn0037609	260	270	980	1083	1055	104
FBgn0037610	2720	1883	1031	1278	1211	1088
FBgn0037611	120	95	432	434	458	48
FBgn0037614	217	269	3058	2741	1983	87
FBgn0037615	76	62	2	4	7	30
FBgn0037616	4955	3062	683	1031	1023	1982
FBgn0037617	130	137	575	441	404	52
FBgn0037619	53	88	446	435	373	21
FBgn0037620	52	41	454	562	387	21
FBgn0037621	376	322	1451	1387	1102	150
FBgn0037622	236	236	1228	947	991	94
FBgn0037623	1395	1040	748	594	721	558
FBgn0037624	1	3	70	72	42	0
FBgn0037626	673	502	115	144	131	269
FBgn0037630	49	17	7	13	17	19
FBgn0037632	1092	1422	7831	7407	5807	437
FBgn0037633	123	208	458	373	381	49
FBgn0037634	234	141	533	660	470	93
FBgn0037637	4162	4168	6551	5487	7244	1665
FBgn0037638	635	565	1305	1235	1101	254
FBgn0037643	20900	22755	7887	6738	7512	8360
FBgn0037644	429	417	1802	1847	1515	172
FBgn0037646	687	493	455	414	401	275
FBgn0037647	404	330	983	862	866	162
FBgn0037648	517	565	1381	1106	1150	207
FBgn0037652	568	797	2636	2647	2266	227
FBgn0037654	466	216	72	95	106	186
FBgn0037656	229	220	762	737	616	92
FBgn0037657	695	780	2075	2073	1712	278
FBgn0037659	695	596	1195	951	931	278
FBgn0037660	519	454	1378	1325	1092	208
FBgn0037661	97	65	265	271	237	39
FBgn0037667	63	48	425	361	332	25
FBgn0037668	171	96	33	20	41	68
FBgn0037669	279	295	1039	984	886	112
FBgn0037670	74	117	418	328	342	30
FBgn0037672	126	154	108	80	116	50
FBgn0037675	41	20	2	8	10	16
FBgn0037676	410	392	35	24	42	164
FBgn0037678	543	566	1130	517	934	217
FBgn0037679	207	208	818	833	664	83
FBgn0037680	224	297	1114	1061	859	89
FBgn0037683	231	187	389	188	444	92
FBgn0037685	37	39	18	8	15	15
FBgn0037686	26760	28463	48665	47085	53398	10704
FBgn0037687	328	346	898	717	860	131
FBgn0037688	430	527	1419	1449	1214	172
FBgn0037690	108	91	16	14	15	43
FBgn0037696	75	70	267	252	235	30
FBgn0037697	225	283	392	397	502	90
FBgn0037698	550	576	63	62	68	220
FBgn0037700	390	404	2563	2700	2179	156
FBgn0037705	1740	1723	1066	887	896	696
FBgn0037707	649	610	3076	3107	2559	259
FBgn0037709	462	497	775	771	782	185
FBgn0037712	61	84	52	49	54	24
FBgn0037714	1395	1260	478	284	537	558
FBgn0037715	20139	19536	1992	1774	2056	8056
FBgn0037716	534	384	1730	1776	1406	213
FBgn0037717	451	437	886	776	650	180
FBgn0037718	1070	1321	3005	2724	2710	428
FBgn0037719	452	502	1288	1080	1035	181
FBgn0037721	636	428	158	165	223	254
FBgn0037722	199	238	1185	1239	902	79
FBgn0037723	22	40	94	67	71	9
FBgn0037724	223	422	585	444	636	89
FBgn0037726	156	181	29	16	11	62
FBgn0037727	270	136	63	31	70	108
FBgn0037728	4133	4542	15118	14408	12297	1653
FBgn0037734	2199	2216	1301	1300	1276	879
FBgn0037736	508	385	78	107	130	203
FBgn0037737	226	242	1406	1393	1216	90
