gene_id	6mo_1	6mo_2	6mo_3	28mo_1	28mo_2	28mo_3
ENSRNOG00000043977	0	0	0	0	0	0
ENSRNOG00000043978	0	0	0	0	0	0
ENSRNOG00000043979	0	0	0	0	0	0
ENSRNOG00000043980	0	0	0	0	0	0
ENSRNOG00000043981	0	0	0	0	0	0
ENSRNOG00000043982	0	0	0	0	0	0
ENSRNOG00000043983	0	0	0	0	0	0
ENSRNOG00000043984	0	0	0	0	0	0
ENSRNOG00000043985	0	0	2	0	1	0
ENSRNOG00000043986	0	0	0	0	0	0
ENSRNOG00000043987	0	0	0	0	0	0
ENSRNOG00000043988	3	2	1	5	6	1
ENSRNOG00000043989	0	0	0	0	0	0
ENSRNOG00000043990	0	0	0	0	0	0
ENSRNOG00000043991	0	0	0	0	0	0
ENSRNOG00000043992	7	4	9	8	24	15
ENSRNOG00000043993	0	1	0	0	2	0
ENSRNOG00000043994	0	0	0	0	0	0
ENSRNOG00000043995	0	0	0	0	0	0
ENSRNOG00000043996	0	0	0	0	0	0
ENSRNOG00000043997	0	0	0	0	0	0
ENSRNOG00000043998	6	1	0	2	0	0
ENSRNOG00000043999	0	0	0	0	0	0
ENSRNOG00000007000	2	1	2	0	2	1
ENSRNOG00000007001	449	387	410	348	365	336
ENSRNOG00000007002	0	0	0	0	0	0
ENSRNOG00000007003	13	15	25	18	17	10
ENSRNOG00000007006	1	1	0	2	1	0
ENSRNOG00000007012	39	28	16	28	22	23
ENSRNOG00000007014	942	763	870	868	907	674
ENSRNOG00000007015	0	0	0	1	1	0
ENSRNOG00000007017	0	0	0	0	0	0
ENSRNOG00000007018	155	89	115	102	101	78
ENSRNOG00000007019	44	13	28	25	24	22
ENSRNOG00000007021	5	6	3	4	4	3
ENSRNOG00000007023	74	48	69	71	54	48
ENSRNOG00000007024	0	2	1	1	0	0
ENSRNOG00000007025	8	1	4	2	5	8
ENSRNOG00000007026	35	30	22	29	22	29
ENSRNOG00000007027	23	16	9	27	30	25
ENSRNOG00000007029	364	351	424	344	301	237
ENSRNOG00000007030	315	186	327	225	289	222
ENSRNOG00000007031	575	272	526	327	437	283
ENSRNOG00000007032	21	13	26	9	20	21
ENSRNOG00000007033	221	51	187	135	161	104
ENSRNOG00000007034	334	241	331	153	317	193
ENSRNOG00000007036	542	459	549	496	424	406
ENSRNOG00000007037	2	3	5	3	6	6
ENSRNOG00000007038	66	26	50	49	27	37
ENSRNOG00000020000	23	3	27	15	17	20
ENSRNOG00000020002	49	33	55	60	43	29
ENSRNOG00000000401	0	0	0	0	0	0
ENSRNOG00000020003	0	0	0	0	0	0
ENSRNOG00000010203	0	0	1	0	0	0
ENSRNOG00000000402	10	19	11	19	7	20
ENSRNOG00000020004	153	127	180	168	164	188
ENSRNOG00000010204	35	30	45	45	24	25
ENSRNOG00000000403	2	1	2	2	3	1
ENSRNOG00000020005	39	24	26	28	26	25
ENSRNOG00000010205	160	156	202	98	169	110
ENSRNOG00000000404	2	3	2	4	0	1
ENSRNOG00000020006	19	26	18	19	20	19
ENSRNOG00000000405	0	0	0	0	0	0
ENSRNOG00000020007	2302	1246	1770	1576	1457	1103
ENSRNOG00000000406	2	6	4	8	10	7
ENSRNOG00000010208	3	3	4	3	7	1
ENSRNOG00000000407	12	2	10	7	8	5
ENSRNOG00000020009	56	8	14	20	21	6
ENSRNOG00000010209	1	6	2	8	8	7
ENSRNOG00000000408	583	527	582	522	506	466
ENSRNOG00000007040	260	224	216	245	212	222
ENSRNOG00000007041	30	31	29	59	32	35
ENSRNOG00000007042	12	18	25	11	26	16
ENSRNOG00000007043	87	52	51	72	76	42
ENSRNOG00000007044	15	3	8	7	8	6
ENSRNOG00000007045	7	11	8	12	9	15
ENSRNOG00000007046	78	38	87	69	68	59
ENSRNOG00000007047	98	53	87	75	100	60
ENSRNOG00000007048	87	99	100	131	96	84
ENSRNOG00000007049	75	40	72	57	58	34
ENSRNOG00000020010	95	36	87	69	63	66
ENSRNOG00000010210	1666	946	1890	1244	1099	817
ENSRNOG00000020011	15	1	8	10	9	6
ENSRNOG00000010211	33	30	35	42	24	26
ENSRNOG00000000410	0	0	0	0	0	0
ENSRNOG00000000411	112	47	95	64	37	44
ENSRNOG00000020013	18	2	17	7	9	4
ENSRNOG00000010213	11	7	7	6	5	4
ENSRNOG00000000412	705	374	559	435	467	399
ENSRNOG00000020014	16	26	21	15	34	15
ENSRNOG00000010214	2	3	6	4	1	3
ENSRNOG00000000413	1	1	0	1	1	0
ENSRNOG00000000414	198	111	192	169	150	119
ENSRNOG00000020016	126	44	97	66	48	49
ENSRNOG00000010216	260	200	225	194	203	160
ENSRNOG00000000415	212	209	174	203	140	170
ENSRNOG00000010217	871	569	784	552	679	391
ENSRNOG00000010218	1235	1061	1064	1237	912	991
ENSRNOG00000000417	128	117	108	94	126	98
ENSRNOG00000010219	43	54	51	31	48	31
ENSRNOG00000000418	7	3	2	1	5	0
ENSRNOG00000000419	26	30	13	15	17	18
ENSRNOG00000007051	333	365	321	321	321	296
ENSRNOG00000007053	25	55	36	56	28	22
ENSRNOG00000007054	60	57	68	64	56	56
ENSRNOG00000007057	77	20	40	30	46	31
ENSRNOG00000007059	0	0	0	0	0	0
ENSRNOG00000020020	105	86	113	91	121	54
ENSRNOG00000010220	6	3	7	5	4	7
ENSRNOG00000020021	71	57	63	79	69	63
ENSRNOG00000000420	26	14	18	38	15	9
ENSRNOG00000020022	5	5	8	4	5	11
ENSRNOG00000010222	1762	1364	1678	1400	1410	1163
ENSRNOG00000000421	16	17	14	22	18	11
ENSRNOG00000020023	0	0	0	0	0	0
ENSRNOG00000010223	2368	1870	2519	2665	2343	2105
ENSRNOG00000000422	1	1	1	2	2	4
ENSRNOG00000020024	60	63	56	68	46	52
ENSRNOG00000010224	360	235	295	284	198	226
ENSRNOG00000000423	6	10	6	6	14	8
ENSRNOG00000020025	7	10	7	10	6	5
ENSRNOG00000020027	241	111	140	136	173	120
ENSRNOG00000010227	72	75	121	77	76	88
ENSRNOG00000020028	48	34	39	15	32	28
ENSRNOG00000020029	2	7	6	2	2	5
ENSRNOG00000000428	0	0	0	0	0	0
ENSRNOG00000007060	29	16	17	25	26	15
ENSRNOG00000007061	5	104	5	101	1	72
ENSRNOG00000007062	1	5	4	1	2	1
ENSRNOG00000007064	19	15	14	17	12	12
ENSRNOG00000007065	133	168	176	171	127	107
ENSRNOG00000007066	33	10	23	24	23	29
ENSRNOG00000007067	0	0	0	0	0	0
ENSRNOG00000007069	117	87	134	73	108	67
ENSRNOG00000020030	14	21	30	18	28	17
ENSRNOG00000010230	532	444	554	490	424	385
ENSRNOG00000020032	27	20	21	10	27	16
ENSRNOG00000010232	1951	1333	1882	1713	1240	1326
ENSRNOG00000000431	40	27	41	25	31	35
ENSRNOG00000010233	124	162	121	139	98	112
ENSRNOG00000000432	22	11	18	13	14	13
ENSRNOG00000010234	86	121	80	70	75	83
ENSRNOG00000000433	51	64	50	38	46	32
ENSRNOG00000020035	0	1	2	0	0	1
ENSRNOG00000010235	105	65	131	100	92	59
ENSRNOG00000000435	8	14	9	23	9	19
ENSRNOG00000010237	93	63	105	75	70	68
ENSRNOG00000000436	9	3	7	9	4	2
ENSRNOG00000020038	63	64	42	42	74	57
ENSRNOG00000010238	0	0	0	4	0	2
ENSRNOG00000000437	127	68	84	74	100	60
ENSRNOG00000020039	0	0	0	0	0	0
ENSRNOG00000010239	1742	1894	1677	1876	1534	1836
ENSRNOG00000000438	79	56	49	62	51	36
ENSRNOG00000000439	1	0	0	0	0	1
ENSRNOG00000007076	129	150	121	134	67	118
ENSRNOG00000007077	476	451	573	378	445	378
ENSRNOG00000007078	2	2	2	4	1	1
ENSRNOG00000007079	58	21	59	52	48	37
ENSRNOG00000020040	0	0	0	0	0	0
ENSRNOG00000010240	12	26	28	20	14	8
ENSRNOG00000010241	34	46	44	39	32	42
ENSRNOG00000000440	120	72	87	91	97	73
ENSRNOG00000000441	0	2	0	2	1	3
ENSRNOG00000000442	13	10	16	12	17	16
ENSRNOG00000020044	22	27	30	28	28	27
ENSRNOG00000010244	46	23	42	34	22	31
ENSRNOG00000000443	14	44	33	19	31	25
ENSRNOG00000020045	0	1	0	2	4	0
ENSRNOG00000020046	1	1	0	0	2	0
ENSRNOG00000010246	0	0	0	0	0	0
ENSRNOG00000020047	81	67	58	69	62	77
ENSRNOG00000000446	0	0	0	1	0	0
ENSRNOG00000010248	2403	2052	2390	2877	1901	2253
ENSRNOG00000020049	19	29	28	17	36	16
ENSRNOG00000007080	0	0	0	0	0	0
ENSRNOG00000007081	13	19	5	18	10	7
ENSRNOG00000007083	7	10	11	13	8	10
ENSRNOG00000007084	5	1	7	3	4	1
ENSRNOG00000007087	36	45	55	61	41	22
ENSRNOG00000007088	625	510	595	660	437	505
ENSRNOG00000007089	233	182	184	192	183	145
ENSRNOG00000010250	0	1	0	0	0	0
ENSRNOG00000045100	0	0	0	0	0	0
ENSRNOG00000010252	87	60	93	64	57	55
ENSRNOG00000000451	61	231	29	81	76	66
ENSRNOG00000045101	0	0	0	0	0	0
ENSRNOG00000010253	3	14	13	8	6	8
ENSRNOG00000020054	45	48	29	58	35	39
ENSRNOG00000035300	576	68	151	133	75	143
ENSRNOG00000045102	0	0	0	0	0	0
ENSRNOG00000010254	6	7	16	16	13	8
ENSRNOG00000025500	0	0	0	3	1	0
ENSRNOG00000045103	0	0	0	0	0	0
ENSRNOG00000000454	0	0	0	0	0	0
ENSRNOG00000020056	422	305	395	406	282	286
ENSRNOG00000025501	3	1	1	1	2	0
ENSRNOG00000035302	79	26	56	68	42	23
ENSRNOG00000045104	0	0	0	0	0	0
ENSRNOG00000005900	25	25	12	29	6	16
ENSRNOG00000000455	11	13	11	12	10	8
ENSRNOG00000015701	61	30	33	32	51	40
ENSRNOG00000020057	0	0	0	0	0	0
ENSRNOG00000025502	24	30	26	28	13	15
ENSRNOG00000035303	0	0	0	0	0	0
ENSRNOG00000045105	0	0	0	0	0	0
ENSRNOG00000010257	21	13	23	25	12	7
ENSRNOG00000000456	6	4	7	11	4	5
ENSRNOG00000020058	320	114	285	175	291	167
ENSRNOG00000025503	0	1	0	0	1	0
ENSRNOG00000035304	22	11	19	18	19	9
ENSRNOG00000045106	0	0	0	0	0	0
ENSRNOG00000010258	314	236	360	268	194	210
ENSRNOG00000005902	30	39	28	26	25	21
ENSRNOG00000000457	4	6	4	1	3	3
ENSRNOG00000015703	149	179	176	143	147	153
ENSRNOG00000020059	83	67	55	44	42	54
ENSRNOG00000025504	945	679	995	1016	704	689
ENSRNOG00000035305	41	32	27	35	10	14
ENSRNOG00000045107	0	0	0	0	0	0
ENSRNOG00000010259	2	0	3	2	3	0
ENSRNOG00000005903	9	16	6	17	2	16
ENSRNOG00000015704	33	13	21	27	23	19
ENSRNOG00000025505	12	13	26	17	23	17
ENSRNOG00000045108	0	0	0	0	0	0
ENSRNOG00000005904	627	501	618	606	443	508
ENSRNOG00000000459	0	2	2	1	1	1
ENSRNOG00000045109	0	0	0	0	0	0
ENSRNOG00000005905	530	318	477	435	308	319
ENSRNOG00000015706	0	0	0	1	0	1
ENSRNOG00000035308	0	0	0	0	0	0
ENSRNOG00000005906	7	2	4	4	1	4
ENSRNOG00000015707	0	0	0	0	0	0
ENSRNOG00000035309	8	1	3	5	0	1
ENSRNOG00000005907	43	56	70	47	62	59
ENSRNOG00000015708	24	24	33	35	27	20
ENSRNOG00000025509	120	71	115	114	88	89
ENSRNOG00000005908	412	364	453	401	301	337
ENSRNOG00000007090	283	162	283	182	240	186
ENSRNOG00000007091	111	96	112	115	141	96
ENSRNOG00000007092	0	4	0	1	0	0
ENSRNOG00000007097	2	3	4	8	10	4
ENSRNOG00000007098	30	34	40	47	48	45
ENSRNOG00000007099	357	239	271	285	233	212
ENSRNOG00000020060	53	50	50	34	44	36
ENSRNOG00000010260	711	476	508	432	421	426
ENSRNOG00000020061	15	5	8	6	12	8
ENSRNOG00000010261	0	0	0	0	0	0
ENSRNOG00000000460	26	13	13	23	14	6
ENSRNOG00000020062	58	41	59	49	58	53
ENSRNOG00000045110	0	0	0	0	0	0
ENSRNOG00000010262	4	1	11	1	1	0
ENSRNOG00000000461	357	265	362	378	268	253
ENSRNOG00000020063	23	13	19	10	15	13
ENSRNOG00000045111	5	0	5	2	1	1
ENSRNOG00000010263	927	542	673	534	584	547
ENSRNOG00000035310	0	0	0	0	0	0
ENSRNOG00000045112	1	0	0	0	0	0
ENSRNOG00000000463	99	40	75	56	59	40
ENSRNOG00000025510	1077	1048	763	713	243	638
ENSRNOG00000035311	8	0	5	4	0	0
ENSRNOG00000045113	0	0	0	0	0	0
ENSRNOG00000010265	5	2	2	2	2	1
ENSRNOG00000000464	85	43	54	60	55	51
ENSRNOG00000015710	0	0	0	0	0	0
ENSRNOG00000020066	58	47	38	56	51	50
ENSRNOG00000035312	0	0	0	0	0	0
ENSRNOG00000045114	0	0	0	0	0	0
ENSRNOG00000010266	23	15	15	8	19	16
ENSRNOG00000000465	54	23	41	41	30	25
ENSRNOG00000015711	56	95	78	84	69	88
ENSRNOG00000020067	51	48	51	50	65	48
ENSRNOG00000025512	17	21	6	18	14	10
ENSRNOG00000035313	0	0	0	0	0	0
ENSRNOG00000045115	0	0	0	0	0	0
ENSRNOG00000010267	139	145	183	174	118	121
ENSRNOG00000005911	0	0	0	0	0	0
ENSRNOG00000000466	36	26	26	32	22	38
ENSRNOG00000020068	52	61	70	92	55	62
ENSRNOG00000045116	0	0	0	0	0	0
ENSRNOG00000010268	21	28	33	27	25	15
ENSRNOG00000000467	14	19	16	9	9	9
ENSRNOG00000015713	9	12	14	4	6	3
ENSRNOG00000035315	0	0	0	0	0	0
ENSRNOG00000045117	0	0	0	0	0	0
ENSRNOG00000005913	6	16	9	13	7	9
ENSRNOG00000025515	0	0	0	0	0	0
ENSRNOG00000035316	316	144	148	87	75	157
ENSRNOG00000045118	0	0	0	0	0	0
ENSRNOG00000025516	0	1	4	0	2	1
ENSRNOG00000035317	258	71	161	176	54	64
ENSRNOG00000045119	0	0	0	0	0	0
ENSRNOG00000015716	0	0	0	0	0	0
ENSRNOG00000035318	4042	479	959	3012	366	427
ENSRNOG00000005916	1135	797	1099	946	786	790
ENSRNOG00000015717	56	39	54	56	46	37
ENSRNOG00000025518	24	33	27	31	31	24
ENSRNOG00000035319	36469	23561	15253	27240	20585	23852
ENSRNOG00000005917	18	13	3	7	8	5
ENSRNOG00000015718	13	27	9	15	12	19
ENSRNOG00000025519	0	0	0	0	0	0
ENSRNOG00000005918	1	5	5	3	1	4
ENSRNOG00000015719	28	17	28	14	28	14
ENSRNOG00000010270	0	1	0	0	0	0
ENSRNOG00000010271	0	0	0	0	1	0
ENSRNOG00000000470	65	31	53	50	34	54
ENSRNOG00000020072	36	38	45	44	32	40
ENSRNOG00000045120	0	0	0	0	0	0
ENSRNOG00000010272	0	2	0	0	0	0
ENSRNOG00000000471	4	0	2	12	5	0
ENSRNOG00000020073	33	43	20	30	28	34
ENSRNOG00000045121	0	0	0	0	0	0
ENSRNOG00000035320	0	0	0	0	0	0
ENSRNOG00000045122	0	0	0	0	0	0
ENSRNOG00000010274	91	61	76	96	48	81
ENSRNOG00000000473	60	39	94	51	45	31
ENSRNOG00000020075	139	147	146	118	125	117
ENSRNOG00000025520	0	0	0	0	0	0
ENSRNOG00000035321	2	0	1	3	2	0
ENSRNOG00000045123	0	0	0	0	0	0
ENSRNOG00000010275	1	2	6	3	0	0
ENSRNOG00000000474	13	14	11	4	11	7
ENSRNOG00000015720	72	58	50	60	54	86
ENSRNOG00000020076	140	101	134	139	106	93
ENSRNOG00000035322	0	0	0	0	0	0
ENSRNOG00000045124	0	0	0	0	0	0
ENSRNOG00000005920	58	67	40	25	38	41
ENSRNOG00000020077	0	0	0	0	0	0
ENSRNOG00000025522	1	2	0	0	0	0
ENSRNOG00000035323	0	0	0	0	0	0
ENSRNOG00000045125	0	0	0	0	0	0
ENSRNOG00000010277	798	765	856	721	783	706
ENSRNOG00000005921	0	0	0	0	0	0
ENSRNOG00000000476	29	16	23	32	31	23
ENSRNOG00000020078	24	18	12	19	24	23
ENSRNOG00000025523	63	65	57	67	60	58
ENSRNOG00000035324	9	6	3	7	0	2
ENSRNOG00000045126	0	0	0	0	0	0
ENSRNOG00000010278	0	1	0	0	0	0
ENSRNOG00000000477	62	32	59	64	51	51
ENSRNOG00000035325	12	6	9	10	5	11
ENSRNOG00000045127	1	0	0	0	0	0
ENSRNOG00000005923	581	494	702	487	408	420
ENSRNOG00000000478	9	10	2	4	13	7
ENSRNOG00000015724	0	0	0	1	0	0
ENSRNOG00000035326	2	4	1	1	5	0
ENSRNOG00000045128	7	3	5	3	0	4
ENSRNOG00000005924	511	510	533	547	474	454
ENSRNOG00000000479	1	0	0	0	0	0
ENSRNOG00000035327	535	407	312	261	313	272
ENSRNOG00000045129	0	0	1	0	1	0
ENSRNOG00000025527	99	35	64	41	48	27
ENSRNOG00000015727	3	10	10	9	3	4
ENSRNOG00000025528	1381	1456	1635	1556	1042	1203
ENSRNOG00000005927	1797	1967	1930	1900	1529	1567
ENSRNOG00000005929	68	30	24	40	43	37
ENSRNOG00000020080	0	1	2	3	0	1
ENSRNOG00000010280	184	73	115	111	113	100
ENSRNOG00000020081	44	30	20	23	21	17
ENSRNOG00000000480	22	22	21	28	21	19
ENSRNOG00000045130	0	0	0	0	0	0
ENSRNOG00000010282	21	13	11	3	3	5
ENSRNOG00000000481	37	41	27	38	33	34
ENSRNOG00000020083	4	9	12	10	9	9
ENSRNOG00000045131	0	0	0	0	0	0
ENSRNOG00000010283	3	0	1	0	0	1
ENSRNOG00000020084	67	72	67	67	76	74
ENSRNOG00000035330	4	1	0	0	0	1
ENSRNOG00000045132	1	2	0	1	1	4
ENSRNOG00000010284	400	302	535	345	380	332
ENSRNOG00000000483	207	68	158	122	162	100
ENSRNOG00000035331	0	0	0	0	0	0
ENSRNOG00000045133	0	0	0	0	0	0
ENSRNOG00000020086	225	151	220	203	184	157
ENSRNOG00000035332	0	0	1	1	1	0
ENSRNOG00000045134	0	0	0	0	0	0
ENSRNOG00000010286	453	456	512	496	404	392
ENSRNOG00000005930	6	1	8	6	4	3
ENSRNOG00000000485	13	10	18	9	5	14
ENSRNOG00000020087	53	48	43	23	45	39
ENSRNOG00000035333	159	47	42	118	20	37
ENSRNOG00000045135	0	0	0	0	0	0
ENSRNOG00000005931	123	77	106	96	77	78
ENSRNOG00000000486	1	1	1	0	0	0
ENSRNOG00000015732	579	399	530	523	423	397
ENSRNOG00000020088	175	127	182	179	123	137
ENSRNOG00000035334	0	0	0	0	0	0
ENSRNOG00000045136	0	0	0	0	0	0
ENSRNOG00000005932	623	769	931	802	768	702
ENSRNOG00000000487	11	29	9	12	7	30
ENSRNOG00000015733	152	92	169	88	99	91
ENSRNOG00000025534	0	0	0	1	0	0
ENSRNOG00000045137	50	8	10	15	15	8
ENSRNOG00000005933	14	19	15	5	13	15
ENSRNOG00000000488	4	4	3	2	2	1
ENSRNOG00000015734	709	803	644	749	743	738
ENSRNOG00000035336	104	160	96	100	139	153
ENSRNOG00000045138	0	0	0	0	0	0
ENSRNOG00000005934	175	66	159	114	117	81
ENSRNOG00000000489	466	379	284	357	323	343
ENSRNOG00000015735	24	14	12	20	20	6
ENSRNOG00000025536	5	4	6	7	5	5
ENSRNOG00000035337	0	0	0	0	0	0
ENSRNOG00000045139	0	0	0	0	0	0
ENSRNOG00000005935	2	2	6	0	3	5
ENSRNOG00000015736	52	32	47	27	37	24
ENSRNOG00000005936	2	1	7	6	6	2
ENSRNOG00000025539	2203	1809	2188	1982	1575	1497
ENSRNOG00000005938	139	110	112	111	110	71
ENSRNOG00000020090	0	0	0	0	1	1
ENSRNOG00000010290	37	14	25	26	14	16
ENSRNOG00000010291	13	9	14	20	13	16
ENSRNOG00000000490	51	106	53	57	84	86
ENSRNOG00000045140	0	0	0	0	0	0
ENSRNOG00000000491	0	0	2	0	0	0
ENSRNOG00000020093	36	29	46	35	31	33
ENSRNOG00000045141	0	0	0	0	0	0
ENSRNOG00000010293	0	1	1	1	0	0
ENSRNOG00000035340	778	541	617	508	528	575
ENSRNOG00000045142	0	0	1	1	0	1
ENSRNOG00000000493	13	10	5	15	5	18
ENSRNOG00000020095	70	34	29	35	22	35
ENSRNOG00000035341	0	0	0	0	0	0
ENSRNOG00000045143	1	0	0	0	0	2
ENSRNOG00000015740	9	8	15	3	13	6
ENSRNOG00000025541	0	0	0	0	0	0
ENSRNOG00000035342	32	26	23	34	17	18
ENSRNOG00000045144	0	0	3	3	0	1
ENSRNOG00000010296	1	2	3	0	5	1
ENSRNOG00000000495	31	32	27	38	19	30
ENSRNOG00000015741	375	134	287	247	218	183
ENSRNOG00000020097	5	5	13	2	9	12
ENSRNOG00000035343	0	0	0	0	0	0
ENSRNOG00000045145	0	0	0	0	0	0
ENSRNOG00000020098	0	0	1	0	0	0
ENSRNOG00000025543	40	32	32	36	39	29
ENSRNOG00000035344	6	5	7	3	1	3
ENSRNOG00000045146	76	45	45	88	39	56
ENSRNOG00000010298	345	287	426	285	184	239
ENSRNOG00000015743	0	0	0	0	0	0
ENSRNOG00000035345	0	0	0	0	0	0
ENSRNOG00000045147	1	0	0	1	0	0
ENSRNOG00000010299	633	427	709	468	596	388
ENSRNOG00000005943	0	1	0	0	0	0
ENSRNOG00000000498	31	33	47	27	55	18
ENSRNOG00000015744	1	2	5	0	1	1
ENSRNOG00000025545	23	15	22	24	27	19
ENSRNOG00000045148	0	0	0	0	0	0
ENSRNOG00000005944	0	0	0	0	0	0
ENSRNOG00000000499	0	0	6	0	5	0
ENSRNOG00000035347	2	0	2	1	0	0
ENSRNOG00000045149	0	1	0	0	0	0
ENSRNOG00000015746	28	60	38	58	32	64
ENSRNOG00000015747	0	0	0	0	0	0
ENSRNOG00000035349	0	0	0	0	0	0
ENSRNOG00000005947	0	0	0	0	0	0
ENSRNOG00000025549	1	1	0	0	1	2
ENSRNOG00000015749	24	24	48	35	33	19
ENSRNOG00000005949	0	0	0	0	0	0
ENSRNOG00000045150	0	0	0	0	0	0
ENSRNOG00000045151	0	0	0	0	0	0
ENSRNOG00000035350	0	0	0	1	0	0
ENSRNOG00000045152	1	0	0	0	0	0
ENSRNOG00000035351	3	0	2	0	2	0
ENSRNOG00000045153	0	0	0	0	0	0
ENSRNOG00000015750	5	2	3	9	9	8
ENSRNOG00000025551	14	14	21	13	13	9
ENSRNOG00000035352	0	0	0	0	0	0
ENSRNOG00000045154	0	0	0	0	0	0
ENSRNOG00000005950	0	0	0	0	0	0
ENSRNOG00000015751	0	0	0	0	0	0
ENSRNOG00000035353	127	54	109	71	49	48
ENSRNOG00000045155	0	0	0	0	0	0
ENSRNOG00000005951	5	0	7	3	3	3
ENSRNOG00000025553	4	3	3	4	3	4
ENSRNOG00000035354	0	0	0	0	1	0
ENSRNOG00000045156	0	0	0	0	0	0
ENSRNOG00000015753	136	104	126	89	125	97
ENSRNOG00000025554	510	568	585	614	444	519
ENSRNOG00000035355	12	9	5	8	7	8
ENSRNOG00000045157	0	0	0	0	0	0
ENSRNOG00000005953	0	0	3	0	0	0
ENSRNOG00000035356	64	20	33	38	27	20
ENSRNOG00000045158	0	0	0	0	0	0
ENSRNOG00000005954	0	0	0	0	0	0
ENSRNOG00000025556	14	22	13	18	17	18
ENSRNOG00000035357	0	0	0	0	0	0
ENSRNOG00000045159	1	1	0	0	1	0
ENSRNOG00000005955	4	0	3	1	0	3
ENSRNOG00000015756	80	46	73	70	49	47
ENSRNOG00000035358	387	59	133	288	58	48
ENSRNOG00000005956	6	3	9	0	6	2
ENSRNOG00000025558	40	7	28	19	27	10
ENSRNOG00000035359	1	0	0	0	0	0
ENSRNOG00000005957	114	78	157	79	89	90
ENSRNOG00000005958	104	65	94	71	69	50
ENSRNOG00000045160	1	0	0	0	0	0
ENSRNOG00000045161	193	34	155	50	72	47
ENSRNOG00000035360	0	0	1	1	0	0
ENSRNOG00000045162	1	0	0	0	1	0
ENSRNOG00000045163	0	0	0	0	0	0
ENSRNOG00000015760	0	0	0	0	0	0
ENSRNOG00000025561	0	0	1	0	0	0
ENSRNOG00000045164	0	0	0	0	0	0
ENSRNOG00000005960	78	72	105	100	119	72
ENSRNOG00000025562	0	0	1	1	0	1
ENSRNOG00000035363	2	4	0	2	3	3
ENSRNOG00000045165	0	0	0	0	0	0
ENSRNOG00000015762	31	21	31	26	22	26
ENSRNOG00000035364	0	0	0	0	1	0
ENSRNOG00000045166	0	0	0	0	0	0
ENSRNOG00000015763	192	113	150	86	90	59
ENSRNOG00000035365	0	0	1	0	0	0
ENSRNOG00000045167	0	0	0	0	0	0
ENSRNOG00000005963	165	167	153	122	184	117
ENSRNOG00000015764	0	0	0	0	0	0
ENSRNOG00000035366	131	24	86	84	41	18
ENSRNOG00000045168	0	0	0	0	0	0
ENSRNOG00000005964	461	221	497	564	364	246
ENSRNOG00000035367	0	0	0	0	1	0
ENSRNOG00000045169	0	0	0	0	0	0
ENSRNOG00000005965	19	15	10	14	10	8
ENSRNOG00000035368	0	0	0	0	0	0
ENSRNOG00000005966	0	0	0	0	0	0
ENSRNOG00000035369	31	17	19	26	19	14
ENSRNOG00000005967	0	0	0	0	0	0
ENSRNOG00000015768	18	15	17	9	9	11
ENSRNOG00000005968	0	2	0	0	0	0
ENSRNOG00000015769	0	0	0	0	0	0
ENSRNOG00000045170	0	0	0	0	0	0
ENSRNOG00000045171	0	0	0	0	0	0
ENSRNOG00000035370	4	0	2	0	3	1
ENSRNOG00000045172	0	0	0	0	0	0
ENSRNOG00000025570	194	106	194	184	138	116
ENSRNOG00000035371	0	0	0	0	0	0
ENSRNOG00000045173	0	0	1	0	0	0
ENSRNOG00000025571	0	0	0	0	0	0
ENSRNOG00000035372	0	0	0	0	0	0
ENSRNOG00000045174	0	0	0	0	0	0
ENSRNOG00000005970	61	37	35	26	45	39
ENSRNOG00000025572	4	3	5	8	4	1
ENSRNOG00000035373	0	0	0	1	0	0
ENSRNOG00000045175	0	0	0	0	0	0
ENSRNOG00000005971	56	63	95	80	71	44
ENSRNOG00000015772	82	73	99	106	50	73
ENSRNOG00000035374	2888	1339	1619	2846	1390	1500
ENSRNOG00000045176	0	0	0	0	0	0
ENSRNOG00000005972	51	17	21	14	19	12
ENSRNOG00000015773	1	1	1	3	1	0
ENSRNOG00000035375	49	17	33	30	8	10
ENSRNOG00000045177	931	77	625	238	107	65
ENSRNOG00000015774	0	7	2	5	2	6
ENSRNOG00000045178	0	0	0	0	0	0
ENSRNOG00000025576	0	0	0	0	0	0
ENSRNOG00000035377	1	0	0	0	0	1
ENSRNOG00000045179	3	2	2	0	2	1
ENSRNOG00000005975	224	219	204	273	149	189
ENSRNOG00000035378	1	0	4	2	0	0
ENSRNOG00000015777	356	231	334	344	212	246
ENSRNOG00000035379	0	0	0	0	0	0
ENSRNOG00000005978	14	11	7	21	13	8
ENSRNOG00000005979	100	115	97	72	119	73
ENSRNOG00000045180	0	0	0	0	0	0
ENSRNOG00000045181	0	0	0	0	0	0
ENSRNOG00000035380	4256	791	971	3061	508	564
ENSRNOG00000045182	0	0	0	0	0	0
ENSRNOG00000025580	195	129	127	159	143	99
ENSRNOG00000035381	0	0	0	0	0	0
ENSRNOG00000045183	0	0	0	0	0	0
ENSRNOG00000015780	764	820	907	739	710	569
ENSRNOG00000025581	0	0	0	0	1	0
ENSRNOG00000035382	2	0	1	0	1	0
ENSRNOG00000045184	0	0	0	0	0	0
ENSRNOG00000015781	127	260	123	186	104	215
ENSRNOG00000035383	318	131	278	295	166	173
ENSRNOG00000045185	0	0	0	0	0	0
ENSRNOG00000005981	191	176	212	203	170	175
ENSRNOG00000035384	0	0	0	0	0	0
