gene_id	6mo_1	6mo_2	6mo_3	28mo_1	28mo_2	28mo_3
ENSRNOG00000020638	0	0	0	0	0	0
ENSRNOG00000030439	0	0	1	1	2	0
ENSRNOG00000010838	172	112	236	169	112	104
ENSRNOG00000010839	36	64	37	58	29	44
ENSRNOG00000037070	0	1	0	1	8	2
ENSRNOG00000027271	13	9	11	14	8	6
ENSRNOG00000017471	129	84	124	130	95	87
ENSRNOG00000037073	1	0	0	0	0	0
ENSRNOG00000007671	409	308	320	419	239	256
ENSRNOG00000017472	188	147	205	168	125	133
ENSRNOG00000027273	9	5	3	5	0	1
ENSRNOG00000017473	3	1	3	3	1	0
ENSRNOG00000007673	545	489	568	546	408	366
ENSRNOG00000037076	0	0	0	1	1	0
ENSRNOG00000007674	155	74	89	64	85	60
ENSRNOG00000017475	3	1	2	2	1	3
ENSRNOG00000027276	87	54	124	75	105	63
ENSRNOG00000007675	88	104	85	94	61	71
ENSRNOG00000027277	66	58	67	47	50	35
ENSRNOG00000037078	84	59	66	59	48	50
ENSRNOG00000017477	0	0	0	2	1	0
ENSRNOG00000027278	16	16	28	21	19	15
ENSRNOG00000037079	0	0	0	0	0	0
ENSRNOG00000017478	73	51	72	73	78	53
ENSRNOG00000007678	89	99	92	119	66	83
ENSRNOG00000007679	8	12	9	8	10	7
ENSRNOG00000040240	0	0	0	0	0	0
ENSRNOG00000030440	0	0	0	0	0	0
ENSRNOG00000020640	18	14	17	19	15	19
ENSRNOG00000030441	1	2	1	0	0	0
ENSRNOG00000040242	102	36	90	58	67	43
ENSRNOG00000010840	24	32	25	21	31	34
ENSRNOG00000020641	36	14	25	24	25	20
ENSRNOG00000030442	92	93	83	123	75	76
ENSRNOG00000010841	3	2	4	0	1	0
ENSRNOG00000020642	31	14	30	14	24	15
ENSRNOG00000030443	101	97	105	97	72	90
ENSRNOG00000020643	88	111	114	115	105	103
ENSRNOG00000030444	0	1	2	1	0	0
ENSRNOG00000010843	21	23	22	25	20	15
ENSRNOG00000020644	1681	1039	1531	1417	1628	1252
ENSRNOG00000030445	80	24	67	58	28	22
ENSRNOG00000040246	127	81	133	249	84	79
ENSRNOG00000040247	0	0	0	0	0	0
ENSRNOG00000010845	5	2	2	4	5	3
ENSRNOG00000020646	242	182	222	207	150	170
ENSRNOG00000030447	29	6	25	36	19	19
ENSRNOG00000040248	10	3	10	13	11	11
ENSRNOG00000010846	35	28	27	36	24	31
ENSRNOG00000020647	0	0	0	0	0	0
ENSRNOG00000030448	0	0	1	0	0	0
ENSRNOG00000040249	0	0	0	0	0	0
ENSRNOG00000030449	90	68	105	89	78	73
ENSRNOG00000010848	25	14	17	23	11	13
ENSRNOG00000010849	29	30	32	34	29	28
ENSRNOG00000037080	4	3	3	1	1	5
ENSRNOG00000037081	0	0	0	0	0	0
ENSRNOG00000037082	0	0	0	0	0	0
ENSRNOG00000007680	0	1	1	1	0	0
ENSRNOG00000017481	1681	1338	1447	1809	1169	1160
ENSRNOG00000027282	84	56	74	52	55	48
ENSRNOG00000007681	20	28	37	21	32	18
ENSRNOG00000017482	0	0	0	0	0	0
ENSRNOG00000007682	2837	1219	2177	2004	1833	1517
ENSRNOG00000037085	1	0	3	2	0	0
ENSRNOG00000007683	0	0	0	0	1	0
ENSRNOG00000017484	0	3	4	4	5	1
ENSRNOG00000007684	38	32	42	22	31	22
ENSRNOG00000017485	0	2	1	3	1	2
ENSRNOG00000027286	8	4	14	7	6	3
ENSRNOG00000037087	3	6	3	4	4	3
ENSRNOG00000027287	0	0	0	0	0	0
ENSRNOG00000007686	409	197	523	402	342	256
ENSRNOG00000017487	2	3	1	0	0	0
ENSRNOG00000027288	0	0	0	0	0	0
ENSRNOG00000007687	343	279	311	279	202	273
ENSRNOG00000017488	49	59	53	41	43	42
ENSRNOG00000007688	124	175	132	192	83	119
ENSRNOG00000017489	48	34	60	29	47	25
ENSRNOG00000030450	37	27	19	79	27	14
ENSRNOG00000020650	1086	499	1252	1056	910	738
ENSRNOG00000020651	108	60	104	85	56	40
ENSRNOG00000030452	8	5	9	10	9	5
ENSRNOG00000020652	4	4	4	0	8	1
ENSRNOG00000010852	215	216	254	229	168	212
ENSRNOG00000020653	4	2	2	1	0	0
ENSRNOG00000030454	0	0	0	0	0	0
ENSRNOG00000010853	79	44	92	91	84	44
ENSRNOG00000035900	1	0	1	0	0	0
ENSRNOG00000020655	0	0	0	0	0	0
ENSRNOG00000040257	77	89	60	73	84	66
ENSRNOG00000010855	59	63	49	60	42	39
ENSRNOG00000020656	15	5	10	10	8	6
ENSRNOG00000035902	0	0	0	0	0	0
ENSRNOG00000020657	28	19	40	32	24	25
ENSRNOG00000020658	60	41	62	35	42	35
ENSRNOG00000035904	114	88	76	53	74	107
ENSRNOG00000020659	36	28	22	30	29	33
ENSRNOG00000010859	637	533	716	494	544	495
ENSRNOG00000035907	0	0	0	0	0	0
ENSRNOG00000035908	0	0	1	1	2	2
ENSRNOG00000035909	1979	1406	1937	452	614	591
ENSRNOG00000037090	0	0	4	1	0	0
ENSRNOG00000027290	101	70	73	59	70	56
ENSRNOG00000037091	0	0	0	0	0	1
ENSRNOG00000017490	9	4	5	5	3	6
ENSRNOG00000037092	0	1	0	0	0	0
ENSRNOG00000007690	179	115	156	143	143	131
ENSRNOG00000017491	67	71	63	55	32	42
ENSRNOG00000037093	0	0	0	0	0	0
ENSRNOG00000007691	174	140	151	96	141	101
ENSRNOG00000037094	0	0	0	0	0	0
ENSRNOG00000007692	204	181	197	199	134	144
ENSRNOG00000017493	165	191	140	127	188	144
ENSRNOG00000027294	3	1	1	2	3	3
ENSRNOG00000037095	1	0	1	2	0	0
ENSRNOG00000017494	14	12	9	17	7	4
ENSRNOG00000027295	87	55	68	56	56	39
ENSRNOG00000037096	3	1	3	0	0	2
ENSRNOG00000007694	384	1030	214	486	322	541
ENSRNOG00000017495	182	143	189	221	161	172
ENSRNOG00000027296	139	94	91	82	104	93
ENSRNOG00000037097	0	0	0	0	0	0
ENSRNOG00000007695	99	44	81	49	56	43
ENSRNOG00000017496	1223	706	972	787	596	612
ENSRNOG00000037099	7	1	1	1	2	1
ENSRNOG00000007697	0	4	0	0	1	1
ENSRNOG00000027299	26	22	12	13	13	15
ENSRNOG00000007699	154	124	152	164	138	155
ENSRNOG00000030460	0	0	0	0	0	0
ENSRNOG00000040261	1	2	1	1	0	0
ENSRNOG00000020660	665	366	687	569	384	355
ENSRNOG00000030461	25	26	39	19	17	18
ENSRNOG00000030462	0	0	0	1	0	0
ENSRNOG00000040263	0	2	1	1	0	1
ENSRNOG00000010861	673	496	718	609	579	474
ENSRNOG00000030463	10	2	3	3	3	5
ENSRNOG00000020663	135	117	153	148	130	121
ENSRNOG00000030464	0	0	0	0	0	0
ENSRNOG00000030465	4	0	3	3	2	5
ENSRNOG00000035910	120	17	80	43	27	12
ENSRNOG00000040266	17	22	32	25	17	12
ENSRNOG00000030466	1	0	4	2	0	1
ENSRNOG00000035911	0	0	0	0	0	0
ENSRNOG00000010865	1000	885	958	793	877	792
ENSRNOG00000020666	1	1	2	4	2	2
ENSRNOG00000030467	3	3	7	10	2	5
ENSRNOG00000035912	1	0	0	1	0	0
ENSRNOG00000010866	3	2	3	1	0	3
ENSRNOG00000020667	106	67	81	95	77	66
ENSRNOG00000030468	0	0	0	0	0	0
ENSRNOG00000035913	4	9	1	5	2	5
ENSRNOG00000010867	3	1	0	0	0	0
ENSRNOG00000020668	364	326	305	321	329	250
ENSRNOG00000030469	29	28	28	23	34	12
ENSRNOG00000010868	6	3	7	2	1	8
ENSRNOG00000020669	1	1	12	0	3	3
ENSRNOG00000035915	0	0	0	0	0	0
ENSRNOG00000035916	0	0	0	0	0	0
ENSRNOG00000035918	0	0	0	3	1	0
ENSRNOG00000035919	1	0	1	0	1	0
ENSRNOG00000020670	60	51	66	60	43	43
ENSRNOG00000030471	0	0	0	0	0	0
ENSRNOG00000040272	0	0	0	0	0	0
ENSRNOG00000010870	0	0	0	0	0	0
ENSRNOG00000030472	0	0	0	0	0	0
ENSRNOG00000040273	10	5	8	17	7	6
ENSRNOG00000010871	7	11	15	9	4	10
ENSRNOG00000040274	0	0	0	0	0	0
ENSRNOG00000010872	595	429	526	503	412	323
ENSRNOG00000020673	124	69	129	133	89	74
ENSRNOG00000030474	0	1	0	0	0	0
ENSRNOG00000040275	0	0	0	0	0	0
ENSRNOG00000010873	114	80	131	119	79	93
ENSRNOG00000020674	10	10	11	19	8	8
ENSRNOG00000030475	81	61	41	57	56	42
ENSRNOG00000035920	17	11	12	18	7	6
ENSRNOG00000040276	1	0	0	3	1	0
ENSRNOG00000020675	28	34	26	23	23	36
ENSRNOG00000030476	77	93	75	121	48	68
ENSRNOG00000035921	705	145	165	925	99	166
ENSRNOG00000040277	0	4	2	0	2	0
ENSRNOG00000010875	10	12	11	12	12	7
ENSRNOG00000020676	13	17	20	6	12	8
ENSRNOG00000030477	0	0	0	0	0	0
ENSRNOG00000035922	0	1	0	0	0	0
ENSRNOG00000040278	31	11	34	28	25	20
ENSRNOG00000030478	207853	160959	143243	160838	165189	142854
ENSRNOG00000040279	230	249	253	327	186	217
ENSRNOG00000010877	101	83	99	72	77	71
ENSRNOG00000020678	3	7	5	5	4	5
ENSRNOG00000030479	0	0	0	0	0	0
ENSRNOG00000020679	12	6	14	5	2	10
ENSRNOG00000035926	0	0	0	0	0	0
ENSRNOG00000035927	65	49	71	39	52	34
ENSRNOG00000035928	8	8	4	4	1	4
ENSRNOG00000040281	17	8	16	17	12	20
ENSRNOG00000030481	0	0	0	0	0	0
ENSRNOG00000040282	0	0	1	0	0	0
ENSRNOG00000010880	3	0	0	0	0	0
ENSRNOG00000020681	0	0	0	0	0	0
ENSRNOG00000040283	1	0	0	0	0	1
ENSRNOG00000010881	2770	1330	1551	1339	1455	1087
ENSRNOG00000030483	64	34	47	53	36	23
ENSRNOG00000040284	0	0	0	0	0	0
ENSRNOG00000010882	168	171	202	142	127	147
ENSRNOG00000020683	241	194	213	169	194	154
ENSRNOG00000030484	7	9	11	14	8	6
ENSRNOG00000010883	21	33	22	17	12	19
ENSRNOG00000020684	68	56	67	60	48	44
ENSRNOG00000020685	0	0	0	0	0	1
ENSRNOG00000030486	1	4	0	1	2	2
ENSRNOG00000035931	32	34	18	25	21	27
ENSRNOG00000040287	0	1	1	1	1	2
ENSRNOG00000010885	3	1	1	0	0	0
ENSRNOG00000020686	0	0	1	0	0	1
ENSRNOG00000030487	2	32	15	3	1	7
ENSRNOG00000035932	256	200	221	218	183	178
ENSRNOG00000040288	3	0	2	0	1	0
ENSRNOG00000010886	1	4	3	5	2	1
ENSRNOG00000020687	25	14	15	13	14	9
ENSRNOG00000030488	0	0	0	0	0	0
ENSRNOG00000035933	392	162	132	173	82	111
ENSRNOG00000040289	0	0	0	0	0	0
ENSRNOG00000010887	103	63	86	68	64	68
ENSRNOG00000020688	16	13	27	24	9	8
ENSRNOG00000035934	72	64	76	56	33	56
ENSRNOG00000010888	19	11	34	17	20	22
ENSRNOG00000020689	55	51	58	48	65	40
ENSRNOG00000035935	8	2	1	1	0	3
ENSRNOG00000010889	753	363	577	616	402	449
ENSRNOG00000035937	128	41	83	109	50	44
ENSRNOG00000040290	0	0	0	0	0	0
ENSRNOG00000030491	1	0	0	0	1	0
ENSRNOG00000010890	42	31	29	42	23	28
ENSRNOG00000030492	0	0	0	0	0	0
ENSRNOG00000010891	79	94	86	103	59	75
ENSRNOG00000020692	70	55	81	55	62	79
ENSRNOG00000030493	0	0	0	0	0	0
ENSRNOG00000040294	0	0	1	0	0	0
ENSRNOG00000010892	118	127	156	132	112	119
ENSRNOG00000020693	15	6	21	10	36	19
ENSRNOG00000030494	18	19	23	25	16	21
ENSRNOG00000010893	0	2	0	0	0	2
ENSRNOG00000020694	47	26	57	49	86	54
ENSRNOG00000035940	1	0	1	4	3	1
ENSRNOG00000010894	36	21	17	21	20	13
ENSRNOG00000020695	0	0	0	0	0	0
ENSRNOG00000040297	710	747	699	722	564	578
ENSRNOG00000010895	1371	1151	1267	1374	1169	1113
ENSRNOG00000020696	54	32	49	41	29	39
ENSRNOG00000030497	2	2	4	9	7	4
ENSRNOG00000035942	16	2	8	20	10	3
ENSRNOG00000040298	0	0	0	0	0	0
ENSRNOG00000010896	65	55	32	36	27	50
ENSRNOG00000030498	0	0	0	0	0	0
ENSRNOG00000035943	0	0	0	1	0	0
ENSRNOG00000040299	0	0	0	0	0	0
ENSRNOG00000010897	162	72	139	126	102	101
ENSRNOG00000020698	127	125	105	120	101	106
ENSRNOG00000035944	5032	4682	4263	5482	3761	4867
ENSRNOG00000010898	2	0	0	0	2	0
ENSRNOG00000020699	4	2	3	5	4	1
ENSRNOG00000035945	2	0	2	0	4	1
ENSRNOG00000010899	0	0	1	0	1	0
ENSRNOG00000035946	1	1	0	0	0	0
ENSRNOG00000035947	0	0	0	0	0	0
ENSRNOG00000035948	3	0	4	2	3	1
ENSRNOG00000035949	3	2	11	4	1	0
ENSRNOG00000035951	622	950	559	659	864	1084
ENSRNOG00000035954	1	0	5	0	1	3
ENSRNOG00000035955	0	0	1	0	0	0
ENSRNOG00000035956	1	5	1	0	0	3
ENSRNOG00000035957	0	0	0	0	0	0
ENSRNOG00000035958	0	0	0	0	0	0
ENSRNOG00000035959	13	6	11	8	5	3
ENSRNOG00000035961	0	0	0	0	0	0
ENSRNOG00000035964	66	12	46	28	7	28
ENSRNOG00000035965	0	0	0	0	0	0
ENSRNOG00000035966	2057	1819	1795	2520	1325	1943
ENSRNOG00000035967	0	0	0	0	0	0
ENSRNOG00000035968	13	25	3	17	12	21
ENSRNOG00000035971	46	16	29	31	19	32
ENSRNOG00000035972	0	0	0	0	0	0
ENSRNOG00000035973	0	0	0	0	0	0
ENSRNOG00000035975	0	0	0	0	0	0
ENSRNOG00000035976	1	0	0	0	0	0
ENSRNOG00000035977	122	48	90	71	73	44
ENSRNOG00000035978	0	0	0	1	0	0
ENSRNOG00000035979	1845	1261	2654	2588	1996	871
ENSRNOG00000035980	0	0	0	0	0	0
ENSRNOG00000035981	1063	686	405	314	224	397
ENSRNOG00000035982	67	56	49	49	33	70
ENSRNOG00000035983	2007	1382	1880	446	601	623
ENSRNOG00000035984	741	195	228	1026	122	170
ENSRNOG00000035986	1	1	1	3	1	0
ENSRNOG00000035988	136	78	73	90	87	66
ENSRNOG00000035990	0	0	0	0	0	0
ENSRNOG00000035991	23	18	11	10	2	8
ENSRNOG00000035992	114	139	66	92	81	123
ENSRNOG00000035993	2	0	1	1	1	0
ENSRNOG00000035994	0	0	0	0	0	0
ENSRNOG00000035995	0	0	1	0	0	0
ENSRNOG00000035996	1255	532	429	610	382	354
ENSRNOG00000035997	0	0	0	0	1	0
ENSRNOG00000035998	1	0	0	1	0	0
ENSRNOG00000012000	760	731	1122	801	603	640
ENSRNOG00000002200	2	1	0	1	1	1
ENSRNOG00000012001	189	120	117	136	110	85
ENSRNOG00000002201	91	69	106	136	52	61
ENSRNOG00000012002	123	111	96	58	114	88
ENSRNOG00000002202	15	15	11	19	7	11
ENSRNOG00000002203	248	233	252	209	182	185
ENSRNOG00000012004	290	169	272	233	148	140
ENSRNOG00000002204	7	7	6	5	5	3
ENSRNOG00000002205	714	727	758	663	727	627
ENSRNOG00000012007	17	8	15	6	9	4
ENSRNOG00000002207	206	247	186	239	155	183
ENSRNOG00000012008	1	3	8	0	4	6
ENSRNOG00000002208	6	5	13	7	9	6
ENSRNOG00000002209	1820	1092	1717	1546	1236	1195
ENSRNOG00000012010	0	0	0	0	0	0
ENSRNOG00000002210	76	60	79	72	69	56
ENSRNOG00000002211	8	4	2	7	6	9
ENSRNOG00000012012	23	10	20	13	3	12
ENSRNOG00000002212	7	5	16	8	11	6
ENSRNOG00000012014	88	77	48	70	79	72
ENSRNOG00000002214	261	225	257	247	228	190
ENSRNOG00000012015	372	317	409	414	353	342
ENSRNOG00000002215	79	71	79	79	63	68
ENSRNOG00000012016	206	182	240	128	190	148
ENSRNOG00000002216	26	22	19	22	25	21
ENSRNOG00000012017	65	54	54	67	53	44
ENSRNOG00000002217	8	10	2	6	2	4
ENSRNOG00000002218	9	6	6	8	2	1
ENSRNOG00000012019	366	319	375	386	304	271
ENSRNOG00000012020	89	57	99	63	62	45
ENSRNOG00000012021	94	62	46	90	52	44
ENSRNOG00000012022	0	0	0	0	0	0
ENSRNOG00000002223	1	0	1	0	0	0
ENSRNOG00000002224	0	6	0	4	2	3
ENSRNOG00000002225	552	454	529	457	547	481
ENSRNOG00000012026	240	208	247	300	170	169
ENSRNOG00000012027	0	0	0	0	0	4
ENSRNOG00000002227	175	444	308	406	212	293
ENSRNOG00000002229	850	161	257	246	378	274
ENSRNOG00000012030	2	2	2	3	1	1
ENSRNOG00000012031	1	0	1	0	1	2
ENSRNOG00000002232	29	24	33	28	33	16
ENSRNOG00000002233	2	0	3	1	0	0
ENSRNOG00000012034	0	0	0	0	0	0
ENSRNOG00000012035	144	102	136	153	108	107
ENSRNOG00000012036	45	29	56	36	49	33
ENSRNOG00000012037	57	67	84	71	55	82
ENSRNOG00000012038	5	2	0	0	4	0
ENSRNOG00000002238	13	3	6	9	9	6
ENSRNOG00000012040	1	0	0	1	1	0
ENSRNOG00000002240	136	165	167	100	119	115
ENSRNOG00000002241	27	29	39	21	30	25
ENSRNOG00000002243	2	0	0	1	1	1
ENSRNOG00000012044	58	28	53	63	40	27
ENSRNOG00000002244	393	278	385	332	377	341
ENSRNOG00000012045	1328	1102	877	927	930	970
ENSRNOG00000012046	89	62	90	67	85	65
ENSRNOG00000002246	624	431	639	651	422	421
ENSRNOG00000002247	96	106	85	95	70	96
ENSRNOG00000002248	478	322	482	329	437	305
ENSRNOG00000012049	1	1	0	0	4	0
ENSRNOG00000012051	7	1	4	6	4	6
ENSRNOG00000002251	126	108	143	84	129	86
ENSRNOG00000012052	0	0	0	0	0	0
ENSRNOG00000012053	117	111	103	61	89	51
ENSRNOG00000037100	0	0	0	0	0	0
ENSRNOG00000002253	8	15	22	7	10	9
ENSRNOG00000012054	259	198	261	246	184	158
ENSRNOG00000027300	448	417	550	478	454	466
ENSRNOG00000037101	0	0	0	0	0	0
ENSRNOG00000002254	895	684	1062	965	621	622
ENSRNOG00000012055	180	73	130	119	111	106
ENSRNOG00000017500	40	35	33	21	25	17
ENSRNOG00000037102	2	0	0	0	1	0
ENSRNOG00000007700	0	0	0	0	0	0
ENSRNOG00000002255	57	70	40	46	57	77
ENSRNOG00000017501	4	0	10	8	2	0
ENSRNOG00000007701	184	186	185	152	192	194
ENSRNOG00000002256	30	14	20	21	21	14
ENSRNOG00000012057	1	1	0	0	0	3
ENSRNOG00000017502	246	214	208	223	191	193
ENSRNOG00000012058	18	21	20	8	23	14
ENSRNOG00000017503	16	10	17	18	13	18
ENSRNOG00000002258	157	106	183	182	172	137
ENSRNOG00000027305	6	5	4	0	3	5
ENSRNOG00000017505	169	110	136	104	112	90
ENSRNOG00000007705	146	81	121	56	86	64
ENSRNOG00000017506	104	59	71	90	84	55
ENSRNOG00000007706	177	143	181	176	118	138
ENSRNOG00000027308	0	0	0	0	0	0
ENSRNOG00000007707	30	33	18	18	11	15
ENSRNOG00000017508	7	7	6	6	9	6
ENSRNOG00000027309	82	44	73	124	86	52
ENSRNOG00000017509	102	140	105	130	106	115
ENSRNOG00000012060	1957	937	1497	1383	1014	1094
ENSRNOG00000012061	3002	1991	2974	2576	2600	2242
ENSRNOG00000012062	271	274	207	227	241	174
ENSRNOG00000002262	167	79	134	88	77	72
ENSRNOG00000037110	1	1	2	2	1	2
ENSRNOG00000037111	5	0	3	0	0	0
ENSRNOG00000017510	123	73	126	99	134	89
ENSRNOG00000027311	0	0	0	0	0	0
ENSRNOG00000037112	0	0	0	0	0	0
ENSRNOG00000007710	81	82	93	72	94	49
ENSRNOG00000002265	8	2	0	2	5	4
ENSRNOG00000017511	24	29	35	29	41	19
ENSRNOG00000027312	0	0	0	0	0	0
ENSRNOG00000037113	2	8	6	3	1	4
ENSRNOG00000002266	0	0	0	0	0	0
ENSRNOG00000012067	11	3	2	1	3	2
ENSRNOG00000017512	44	11	47	24	47	28
ENSRNOG00000037114	0	0	0	0	1	0
ENSRNOG00000002267	9	22	10	15	19	17
ENSRNOG00000012068	0	1	3	0	0	0
ENSRNOG00000017513	173	116	193	155	137	133
ENSRNOG00000037115	0	0	0	0	0	0
ENSRNOG00000007713	457	263	347	320	301	239
ENSRNOG00000017514	2	1	0	1	0	0
ENSRNOG00000027315	1	0	0	0	0	0
ENSRNOG00000037116	0	0	0	0	0	0
ENSRNOG00000027316	230	288	221	221	223	252
ENSRNOG00000037117	52	25	28	37	32	16
ENSRNOG00000017516	94	40	70	39	76	38
ENSRNOG00000027317	325	285	262	206	320	190
ENSRNOG00000037118	1	1	0	3	1	5
ENSRNOG00000037119	0	1	0	4	2	0
ENSRNOG00000007717	1	0	0	0	0	0
ENSRNOG00000017518	1	1	1	2	1	0
ENSRNOG00000027319	0	0	1	0	0	0
ENSRNOG00000017519	0	0	0	0	0	0
ENSRNOG00000007719	244	221	316	299	206	179
ENSRNOG00000002270	486	343	375	497	305	358
ENSRNOG00000012071	0	0	0	0	0	0
ENSRNOG00000002271	288	282	264	209	271	229
ENSRNOG00000002272	49	21	32	25	40	35
ENSRNOG00000012073	68	56	60	61	49	48
ENSRNOG00000037120	0	0	0	0	0	0
ENSRNOG00000002273	24	33	67	33	26	19
ENSRNOG00000012074	130	139	150	124	122	110
ENSRNOG00000027320	53	43	58	32	59	32
ENSRNOG00000037121	0	0	0	0	0	0
ENSRNOG00000037122	1	0	0	0	0	1
ENSRNOG00000007720	30	21	21	30	29	14
ENSRNOG00000002275	256	209	171	220	172	179
ENSRNOG00000017521	0	0	0	0	0	0
ENSRNOG00000027322	3	0	3	3	9	3
ENSRNOG00000037123	0	0	0	0	0	0
ENSRNOG00000002276	91	97	95	78	67	86
ENSRNOG00000037124	10	6	11	7	11	4
ENSRNOG00000007722	30	20	20	17	21	24
ENSRNOG00000002277	898	753	908	715	752	619
ENSRNOG00000017523	19	26	19	17	9	17
ENSRNOG00000037125	0	0	0	0	0	0
ENSRNOG00000002278	37	29	28	21	29	14
ENSRNOG00000012079	0	0	0	0	0	0
ENSRNOG00000017524	0	0	0	0	0	0
ENSRNOG00000017525	3	2	1	0	2	2
ENSRNOG00000027326	178	166	221	167	158	144
ENSRNOG00000007725	58	65	92	51	87	56
ENSRNOG00000007726	103	29	76	46	46	25
ENSRNOG00000027328	0	0	0	0	0	0
ENSRNOG00000037129	0	0	0	0	0	0
ENSRNOG00000007727	12	4	5	3	8	10
ENSRNOG00000017528	3	0	2	3	5	0
ENSRNOG00000027329	267	172	232	199	219	176
ENSRNOG00000007728	6	4	6	10	8	4
ENSRNOG00000012080	27	21	15	20	21	18
ENSRNOG00000002280	1677	1096	1594	1505	1184	1092
ENSRNOG00000012081	154	170	159	145	164	163
ENSRNOG00000002282	10	10	9	4	3	6
ENSRNOG00000012083	3	0	3	1	3	5
ENSRNOG00000037130	7	0	7	4	5	2
ENSRNOG00000012084	171	105	139	139	129	112
ENSRNOG00000037131	0	1	0	1	2	3
ENSRNOG00000012085	90	63	87	88	43	71
ENSRNOG00000027331	2	0	1	0	3	0
ENSRNOG00000007730	0	0	1	1	0	2
ENSRNOG00000002285	12	7	14	13	6	11
ENSRNOG00000012086	158	192	167	150	181	162
ENSRNOG00000017531	0	0	0	0	1	0
ENSRNOG00000027332	54	30	44	48	31	32
ENSRNOG00000037133	0	0	0	0	0	0
ENSRNOG00000007731	232	148	191	166	195	162
ENSRNOG00000002286	27	14	19	14	8	21
ENSRNOG00000012087	141	147	152	137	113	123
ENSRNOG00000017532	45	26	44	26	48	21
ENSRNOG00000037134	20	7	9	8	7	5
ENSRNOG00000007732	95	65	78	76	57	82
ENSRNOG00000012088	8	2	5	3	4	2
ENSRNOG00000027334	0	0	0	0	0	0
ENSRNOG00000037135	11	15	13	9	11	9
ENSRNOG00000007733	784	416	698	565	599	445
ENSRNOG00000012089	57	52	40	41	37	45
ENSRNOG00000037136	1	0	0	0	0	0
ENSRNOG00000002289	0	2	3	2	2	0
ENSRNOG00000027336	26	22	18	26	16	15
ENSRNOG00000037137	133	68	96	141	76	68
ENSRNOG00000007735	203	208	239	233	174	177
ENSRNOG00000017536	212	215	296	191	201	189
ENSRNOG00000017538	3	8	4	5	5	5
ENSRNOG00000007738	49	37	66	53	49	72
ENSRNOG00000017539	6	7	9	1	3	5
ENSRNOG00000007739	160	164	151	180	129	152
ENSRNOG00000040300	2	0	0	0	0	0
ENSRNOG00000030500	0	0	0	0	0	0
ENSRNOG00000040301	0	2	4	2	2	1
ENSRNOG00000020700	9	4	1	5	3	5
ENSRNOG00000040302	0	0	0	0	0	0
ENSRNOG00000020701	25	30	20	21	10	23
ENSRNOG00000030502	8	3	4	2	2	1
ENSRNOG00000040303	13	11	13	15	10	7
ENSRNOG00000020702	13	7	8	8	12	2
ENSRNOG00000030503	0	0	0	0	0	0
ENSRNOG00000040304	1	0	1	0	0	0
ENSRNOG00000010902	61	72	63	56	50	52
ENSRNOG00000020703	72	47	45	43	56	46
ENSRNOG00000040305	0	0	0	0	0	0
ENSRNOG00000010903	13	13	13	24	5	20
ENSRNOG00000020704	11	8	7	17	11	10
ENSRNOG00000010904	246	173	247	193	158	149
ENSRNOG00000020705	32	19	22	15	15	24
ENSRNOG00000030506	0	2	0	0	1	0
ENSRNOG00000010905	6	1	0	2	3	4
ENSRNOG00000020706	26	8	13	15	8	10
ENSRNOG00000030507	2	1	3	0	1	1
ENSRNOG00000040308	2	0	2	1	0	1
ENSRNOG00000010906	0	0	0	0	0	0
ENSRNOG00000020707	87	75	74	73	69	53
ENSRNOG00000030508	0	0	0	0	0	0
ENSRNOG00000040309	0	0	0	0	0	0
ENSRNOG00000030509	12	16	20	12	19	13
ENSRNOG00000012090	0	0	1	1	1	2
ENSRNOG00000012091	68	84	65	68	74	62
ENSRNOG00000002291	190	189	167	170	170	160
ENSRNOG00000012092	0	0	0	0	0	0
ENSRNOG00000002292	246	214	227	238	184	193
ENSRNOG00000012094	0	0	8	3	4	4
ENSRNOG00000002294	24	17	20	23	20	15
ENSRNOG00000012095	515	509	524	493	479	490
ENSRNOG00000017540	0	0	2	0	0	2
ENSRNOG00000027341	210	120	276	138	187	115
ENSRNOG00000037142	0	1	0	0	0	1
ENSRNOG00000007740	1	0	2	0	0	1
ENSRNOG00000037143	1	0	0	0	0	0
ENSRNOG00000002296	166	143	168	144	139	122
ENSRNOG00000017542	0	1	1	1	1	1
ENSRNOG00000027343	0	0	1	0	0	0
ENSRNOG00000037144	0	0	0	0	0	0
ENSRNOG00000012098	337	212	320	231	250	141
ENSRNOG00000037145	0	0	0	0	0	0
ENSRNOG00000007743	49	65	47	50	35	27
ENSRNOG00000012099	205	204	154	150	154	142
ENSRNOG00000037146	15	15	32	18	21	12
ENSRNOG00000007744	261	108	224	203	158	120
ENSRNOG00000002299	0	0	0	0	0	0
ENSRNOG00000017545	148	115	123	127	101	103
ENSRNOG00000037147	0	0	0	1	0	0
ENSRNOG00000017546	1	0	0	0	0	0
ENSRNOG00000027347	2	1	1	0	1	0
ENSRNOG00000037148	11	11	8	16	16	11
ENSRNOG00000017547	0	0	0	0	0	0
ENSRNOG00000037149	5	1	4	3	2	1
ENSRNOG00000017548	11	13	8	4	6	4
ENSRNOG00000007748	166	101	116	89	102	102
ENSRNOG00000040310	8	4	3	4	8	4
ENSRNOG00000030510	407	290	357	296	316	262
ENSRNOG00000020710	62	45	42	29	33	34
ENSRNOG00000010910	31	20	20	10	14	16
ENSRNOG00000030512	0	0	0	0	0	0
ENSRNOG00000010911	12	7	15	10	14	6
