gene_name	wt_1	wt_2	wt_3	del_1	del_2	del_3
COQ5	6321	10567	8401	5555	5692	7426
TAF8	1163	1376	1353	1948	1986	3476
VAN1	1794	3172	2203	2405	2707	3720
ATR1	1067	1661	1258	878	1054	1210
YML116W-A	193	415	304	351	399	559
PHO84	6180	10441	4960	163	255	545
PGA3	2189	2583	2160	2927	3348	4458
ERG13	4342	5724	4445	2554	2997	4028
CDC5	3492	4765	3929	3976	4005	5245
TAF4	818	1042	1003	1130	1134	1597
CLU1	19366	23894	18165	21604	23151	28794
ERG5	1737	2216	1839	1926	2118	2770
SPO20	17	20	20	35	52	27
MAC1	426	630	522	527	536	764
UBC7	757	839	849	971	1079	1996
MSS1	491	679	572	710	616	945
MRPL3	1216	1293	1279	923	1066	1380
PEX12	686	1048	974	735	816	1070
HOF1	1008	1366	1219	1275	1349	1837
ARP9	1720	2221	1828	2265	2540	3097
CCS1	2035	2315	1887	2087	2567	3521
SUB1	1624	2124	1796	2012	2083	2881
ARG80	289	420	343	361	384	623
MCM1	2562	3358	2825	3198	3158	6661
NUP116	4178	5534	4397	4794	4704	7604
BUB2	122	141	137	123	146	167
SEN15	108	195	149	254	297	418
SAM37	691	1103	1023	782	807	1032
ARG7	3771	5288	4323	850	1157	1243
AEP1	1050	1222	1185	1279	1289	1888
KAR5	355	494	365	592	529	755
UBX4	682	732	729	757	848	1402
NAT4	68	89	95	84	84	121
MOT3	545	531	472	514	500	722
VPS20	718	924	910	840	859	1004
CTF18	1274	2006	1567	2078	2069	2695
SEC14	4079	5381	4349	3147	3510	4638
NAM7	3150	4772	3485	5076	5799	7888
ISF1	9	19	10	16	14	30
YTA12	5117	7716	6031	5382	5920	8398
NPL6	2200	2578	2688	2835	3242	3763
CTF13	242	395	347	364	381	427
ATP25	1010	1413	1205	1032	1117	1308
YMR099C	1636	1667	1722	1548	1789	2989
YPK2	662	921	831	821	913	1172
PGM2	3910	5111	4902	955	997	1394
YKU80	410	557	468	470	456	711
ILV2	7565	11167	7469	10239	11100	18817
MGR3	1548	2132	1933	1970	2099	2579
ASC1	9561	10729	8671	9268	11390	15276
RPL15B	1481	1630	1797	1133	1236	1662
STO1	4554	6474	5455	6778	7128	8488
SAS2	276	417	314	529	548	932
ECM16	3124	4874	3631	6511	7019	8256
GID8	785	1140	1075	1042	1026	1295
PSO2	329	503	468	428	433	544
CIN4	204	380	313	351	327	375
RIM11	1244	1228	1274	928	1017	1344
RPL13B	20712	33419	25011	30592	32992	44171
RPS16A	7512	13539	9721	11880	12803	11687
NDE1	4185	5489	5106	6053	6330	7646
IMP1	647	1198	978	694	718	971
RIM13	197	341	311	337	286	443
AIM36	933	1077	1242	596	795	713
YMR158C-A	75	50	67	63	98	94
YMR158W-B	0	2	0	0	0	8
ATG16	157	291	282	238	259	266
PAH1	1756	2150	1806	1765	2037	2682
MLH1	834	1014	994	1030	1161	1282
CEP3	395	576	552	583	606	779
DDR48	2259	3874	3305	979	1235	1043
PAI3	293	299	509	174	201	301
CTL1	221	269	258	297	256	431
HSC82	63334	76724	62652	61540	75066	73562
GCV2	6351	7621	7694	1890	2403	2851
GYL1	903	1186	1104	1037	1166	1583
MRPL24	1192	1568	1390	884	933	1160
RPL36A	6780	7233	7435	12823	15952	13133
ERG2	3211	4047	3376	3345	4042	4453
TOM40	2145	2400	2322	1844	2228	2652
ERG12	1855	2803	2067	1510	1773	1928
CEF1	784	924	920	1157	1157	1705
MRE11	580	821	666	630	673	874
MRPL44	703	997	1166	523	563	681
YMR226C	6901	10085	8816	9048	10685	12624
TAF7	510	1001	719	1040	1079	1128
RPS10B	4176	5348	5225	7229	8611	7767
PEP5	1488	2218	1908	1517	1455	1959
TAF9	836	1153	923	1171	1212	2075
RPL20A	9378	12995	10955	17175	19793	21033
ZRC1	2295	3149	2679	3762	3999	5282
RKR1	2253	2948	2395	3489	3904	4481
CUE1	2430	2950	2563	2348	2542	2429
PPA2	468	666	650	390	351	700
TMA23	30	74	63	185	139	167
SCS7	4837	5404	5391	4267	5054	6557
ZDS1	1319	1925	1591	1409	1433	2499
BUL1	1256	1820	1510	1633	1806	2536
CAT8	111	117	133	83	82	113
AEP2	730	1190	872	1105	1163	1365
RIT1	391	496	447	504	573	708
YKU70	750	1217	1133	813	744	975
MRPL33	816	1125	1208	767	826	1284
DSS1	1361	1933	1567	1436	1453	2044
HER2	188	327	269	242	209	285
JNM1	500	898	757	840	775	1256
LCB1	2167	2468	2281	2358	2642	4515
PRC1	7770	10420	9479	5542	6221	11209
YME2	2161	3422	2860	2123	2088	3138
ADH2	45	56	61	47	77	93
GAS1	14923	17481	14055	14695	17129	22498
PSE1	5558	7463	5454	11354	12101	15661
ELP6	259	340	323	203	248	302
ADH6	1827	2962	2264	2619	2779	5116
SNO4	2	2	6	0	1	4
RLP7	5160	6737	5956	12407	14112	11271
PET8	898	1448	1310	915	1011	1733
HRB1	2047	3498	2653	2970	3144	3803
MRP7	1492	2345	2050	1639	1777	3066
HEF3	368	553	452	366	355	488
PBI2	1821	2715	2839	909	1119	1610
PUB1	9608	10320	9697	9837	11143	19535
SSN8	337	400	452	354	367	573
SAM50	857	1317	1099	994	1044	1314
CRZ1	1104	1535	1367	1310	1393	1648
SIW14	649	931	882	889	838	975
NCE103	1166	1674	1643	1758	1808	2392
BDP1	1697	2528	1952	2525	2499	3090
COG6	2061	2643	2264	2270	2189	2701
SLM2	435	510	452	399	457	613
SFB2	2539	3400	2836	2563	2867	3501
COG5	815	995	980	977	975	1038
POR1	2271	2169	2104	1067	1272	1619
NOP2	5521	7765	6134	9419	10664	12770
GCD10	753	1156	892	1675	1954	3023
YDJ1	5885	9136	6628	8503	9240	14059
SUN4	1409	1755	1458	1374	1625	2377
RPL9B	3613	5461	4939	1971	2307	2173
YNL067W-A	1	1	0	2	0	2
YNL067W-B	1	1	0	0	1	0
RPL16B	11395	15240	11826	21177	22850	43255
TOM7	696	945	1140	534	646	694
LAT1	4301	5366	5296	3857	4723	7555
RNH201	650	774	653	546	696	899
MLF3	467	517	497	375	433	863
MKS1	835	1070	1055	984	1132	1547
NIS1	1477	1712	1536	1413	1552	2616
TPM1	7890	9654	10481	8331	8467	15543
SNN1	197	319	283	169	256	263
TOP2	5321	8520	6549	7396	7261	9645
RPS7B	9072	9480	10072	15621	18613	14656
YNL097C-B	61	52	79	42	55	32
RAS2	5687	8685	7619	4329	4318	6482
AIM37	519	819	695	758	717	1197
POL1	3501	4704	3774	4152	4560	5435
INP52	1056	1366	1210	1219	1477	1855
YNL108C	1976	2567	1898	2455	2892	2813
RPC19	1502	2146	1833	2845	3317	4244
DMA2	267	392	350	316	279	465
DCP2	3914	5176	4581	4481	4617	5624
NCS2	669	962	837	1480	1628	1890
TOM70	10571	13351	11874	7452	8043	9477
NMA111	3252	4253	3496	4369	5098	6786
ESBP6	656	638	628	744	823	1031
TOM22	5308	7123	7030	5256	5751	7467
FPR1	5372	8555	6442	5373	6132	5575
NAM9	2103	3429	2918	2373	2379	3898
SRV2	6134	6445	6144	4408	5214	6945
YSF3	231	271	408	297	323	380
THO2	2736	3656	3005	3293	3660	4114
RPC31	1258	2682	1799	3024	3307	2837
GIM3	1505	2136	1729	2831	3128	3085
RPL42A	4136	3132	3170	4300	5449	7484
RIA1	2819	4158	3074	4268	4524	5041
SKO1	652	577	697	463	496	813
MRPL22	2235	3249	2982	2015	2239	2251
RPS3	30248	47566	34430	31036	34777	38984
YNL179C	762	653	851	716	779	828
RHO5	3508	4899	4637	4087	3456	8770
MRPL19	987	1114	1351	898	968	1852
UBP10	2058	2412	2139	3137	3295	5455
SRP1	3717	5230	3986	4324	4844	6295
CHS1	4060	6774	4745	5651	5814	7801
SPS19	292	338	289	69	80	136
SPS18	74	154	91	174	163	308
SSB2	12072	16612	13262	19100	22698	27877
PEX17	180	282	263	240	229	330
RAP1	3499	4641	3827	3954	4586	6319
ADE12	5704	11469	7451	2308	2756	2892
ATG4	429	654	618	462	475	598
SQS1	1435	2240	1805	1874	1915	2704
URE2	1658	2727	1983	2201	2190	2682
PDR16	9721	12201	12171	6266	7782	7071
CSL4	2307	2710	2373	5287	6255	5753
SIN4	1547	2028	1698	2134	2147	2948
KEX2	1957	3178	2232	2759	2694	4897
LAP3	3299	3734	3508	1064	1264	1402
ZWF1	3362	3767	3683	2548	3099	5104
ATG2	1048	1450	1309	924	866	1300
SLA2	4944	6047	4875	4349	4884	7956
SUI1	3379	4183	3812	5205	5560	10211
RPA49	3162	4288	3147	6214	6866	6698
MRPL17	1550	1941	1916	1531	1585	1821
DSL1	1934	2746	2291	2499	2341	3166
POL2	3382	4770	3516	3822	4133	4932
PDR17	792	927	827	821	980	1493
PIK1	2177	2988	2408	3032	3202	4139
ALP1	24	25	44	41	42	75
BNI1	6525	8693	6895	7453	7328	11156
WSC2	744	746	707	464	483	689
MRPL10	1227	2199	1867	1671	1866	2408
PCL1	1803	2139	1816	1732	1889	2191
MSB3	612	974	804	809	892	1182
RIM21	1274	2031	1754	1892	1938	2778
MON2	3039	4014	3576	3380	3959	3933
CLA4	1064	1087	902	1083	1237	1891
RPL18B	1414	1700	1677	2212	2421	3457
RPS19B	9017	14251	10494	15607	17468	22568
BXI1	1069	971	1033	777	758	891
MRPS18	2948	4484	4109	2379	2598	3181
MCK1	1060	1607	1256	841	1014	1312
ZIM17	434	558	567	427	536	543
RFA2	1290	941	1179	1204	1399	1952
LEM3	2151	3313	2620	2898	3323	3910
PEX6	888	1248	1036	1122	1232	1520
RPD3	2243	3342	2658	2866	3041	3459
YRF1-6	0	0	0	0	0	0
CIT1	7188	9371	8445	4611	4871	5463
ATO2	17	17	24	8	12	33
RPC34	835	1223	1114	1456	1566	2472
VPS27	1141	1435	1296	1106	1220	1663
ATG3	585	938	967	624	642	745
CSE2	184	169	221	250	253	270
PRP2	1087	1579	1293	1655	1668	2198
SMM1	731	872	839	1242	1570	2271
ACC1	31052	43585	29845	31429	35053	46269
TIM23	1531	2055	1819	1144	1360	1654
ARE2	3338	4564	3872	3659	4669	4726
SNF12	1051	1406	1180	1415	1486	1635
SEC12	1048	1442	1125	1585	1838	2213
ALG12	1674	2318	1878	2104	2085	3054
ARC35	1671	2192	2097	1693	1927	3723
MVD1	2413	2549	2228	2367	3056	4169
AGA1	437	350	264	246	198	302
YNR048W	238	322	299	261	291	412
LYS9	3354	5115	3717	3839	4485	5333
POP2	1138	1662	1470	1099	1240	2241
NOG2	4759	8156	5103	12332	12237	12924
ESF2	753	1221	954	1736	1846	1980
YNR065C	507	849	624	1062	980	1503
DSE4	3314	4077	3965	2597	3107	3577
AIF1	428	1019	622	1037	1076	1254
PHO80	406	552	445	445	449	604
IZH2	984	1534	1281	2337	2433	3575
SIN3	7835	9857	8109	8258	9372	12455
RPB11	1882	2122	1901	1878	1934	3687
TOP1	2285	3715	2950	3631	3536	5429
HTZ1	492	742	523	529	567	1631
HRD1	1132	1442	1254	946	1036	1089
YOL013W-A	13	31	16	28	39	50
YOL013W-B	1	3	0	0	2	6
YOL019W	1338	1479	1156	1005	1185	1807
TAT2	1000	1633	1318	1549	1596	2481
DIS3	4380	5580	4425	7896	8898	10524
LAG2	563	576	571	446	515	605
MIM1	710	1023	971	704	750	1149
MDM38	4158	4757	4362	3554	4044	5144
SIL1	858	1421	1271	1042	1115	1717
MSE1	699	944	879	532	539	837
RPP2A	17938	34109	25832	36531	41480	53766
RPS15	36399	56079	33752	55022	61843	73801
NTG2	429	798	639	644	579	603
PEX15	283	432	362	250	313	431
GAL11	2828	2992	2737	2429	2542	4549
DDR2	724	651	1297	187	209	294
ARG1	5276	6360	5484	282	739	541
GPD2	2217	2625	2335	1306	1730	2936
APM4	1190	2193	1672	2105	2210	2861
CRT10	984	1453	1293	1382	1371	2044
MET22	1762	2492	2110	1145	1397	1268
RIB2	1071	1517	1325	1648	1644	2351
EMI5	1587	2136	2257	927	1033	1139
THP1	522	583	588	743	751	937
MDM20	1856	2623	2188	3100	3069	3829
IRA2	4430	5243	4543	4116	4244	5942
ATG19	3318	3288	3601	1464	1616	1508
ATG34	543	784	761	335	293	447
ADH1	154451	129152	130736	37566	54733	77983
MSH2	2824	3461	2882	2791	3069	3580
SPO21	100	128	137	199	151	220
WRS1	2851	4210	3176	5133	5588	6714
TPT1	232	370	322	307	324	465
ITR2	3066	4945	3565	5586	5257	9388
NDJ1	58	93	77	18	19	38
SHR5	223	164	214	199	272	417
MDY2	436	700	689	391	419	755
PAP2	1504	2248	1712	2632	2725	4192
MSN1	508	588	583	545	517	786
RRI2	503	784	685	522	515	651
RPL18A	16112	23078	16376	21700	25894	33642
RPS19A	4937	7536	6295	9414	11100	12797
SMF1	1901	2390	2057	1810	2110	2326
HRP1	5532	7860	5885	6286	6881	11396
RPL25	44173	48347	43001	62168	77707	39476
ALR1	1638	2545	1979	2324	2327	3392
HRT1	1162	1932	1469	2154	2630	2762
PFK27	353	598	519	501	458	704
RTC1	1082	1680	1252	1540	1480	2429
CDC33	5293	9179	7020	10059	11191	12610
PPM2	330	453	340	584	734	874
RRP40	1370	1849	1509	1821	2128	2399
CTR9	4098	6314	5122	6154	5862	7945
PEX11	682	946	903	695	832	1117
SPT20	1031	1452	1166	1440	1541	2429
HXT11	2	7	9	16	22	12
ENB1	3164	3640	4382	1826	2721	2710
DNL4	781	927	879	821	835	1113
SLG1	1627	2159	1781	1781	1865	3508
TIR2	11	10	3	16	25	38
RTS1	3616	3857	3575	3150	3302	3995
ROD1	1105	1449	1308	1017	1112	1415
HSP10	1957	1951	1919	1034	1533	1872
YOR024W	0	7	5	6	6	13
CIN5	256	245	319	471	446	751
DFG16	515	735	694	850	710	1324
EXO1	917	1426	1281	1427	1548	2102
SHE4	1308	2076	1723	1538	1603	1892
PEP12	770	1232	1061	1488	1466	2328
HIR2	877	1474	1077	1407	1519	1657
CKB2	1296	1676	1413	1626	1755	2393
YOR041C	24	14	22	51	32	99
TOM6	674	986	950	771	927	915
DBP5	4282	5871	4973	5982	6460	8444
STD1	1442	1698	1660	1573	1756	2560
RAT1	4078	5895	4849	6712	7163	9874
YOR050C	1	1	0	6	8	7
ETT1	2865	4095	3260	5074	5459	6750
YOR052C	960	1441	1329	1007	1107	1846
YOR053W	10	18	8	5	5	33
VHS3	1344	1962	1622	1107	1093	1649
YOR055W	6	8	6	6	4	7
NOB1	1365	1943	1589	3009	3374	4980
SGT1	1256	1735	1601	1127	1212	1683
ASE1	1637	2060	1977	2277	2381	3375
YOR059C	732	1307	977	1221	1288	1676
SLD7	300	490	396	709	651	907
CKA2	3737	4716	3915	5518	6101	6423
YOR062C	457	650	664	466	453	664
RPL3	45684	55965	45616	54070	63926	97791
YNG1	448	747	565	597	717	772
CYT1	1636	2065	1863	1909	1495	2764
MSA1	455	431	458	579	587	941
ALG8	2002	3059	2259	2914	3169	3303
VAM10	5	2	5	14	12	27
VPS5	1675	2496	1907	2182	2204	2874
GYP1	775	867	923	745	814	1272
NRT1	469	572	501	532	533	681
YOR072W	7	5	4	6	7	18
SGO1	895	1077	871	967	953	1237
CDC21	1109	1665	1326	1436	1548	1943
UFE1	623	766	765	707	662	797
SKI7	960	1137	1033	1287	1360	1604
RTS2	245	340	322	358	316	572
BUD21	962	1630	1420	2009	2045	3446
ATX2	427	609	587	667	718	957
DIA2	1034	1636	1375	2138	2117	2883
TGL5	577	494	481	504	529	706
YVC1	1896	2998	2287	1826	1872	2607
VPS21	1669	2845	2280	2753	2725	3796
PTC5	1889	2247	2045	1654	1828	2392
TMA46	2094	3015	2152	3507	3695	5620
ECM3	1992	2480	2065	1012	1099	1539
ARF3	345	638	497	756	757	1010
RPS7A	7336	9773	8106	12465	15532	18460
VAM3	1325	1535	1355	1501	1649	1646
INP53	3246	5433	3817	4436	4443	6499
TFC7	998	1303	1115	1111	1110	1686
RPO31	4395	7497	5136	8036	8734	11699
RPT5	6704	10956	8184	8899	10305	11558
RIO1	708	1122	805	1460	1506	2037
GCY1	604	653	868	350	387	676
PFY1	4434	7362	5992	4752	4999	5311
CAT5	1013	1298	1316	750	761	1146
RGA1	2701	3250	3131	3277	3593	4689
ORT1	948	1761	1336	524	658	639
VPS17	2119	2633	2468	1757	1977	2619
ELG1	440	580	509	568	501	754
PNO1	3372	4967	4059	6990	7507	8417
SMP3	544	787	654	620	644	874
MRPL23	713	1069	1094	555	701	949
RPB2	11422	15629	11215	16048	16159	20172
PDR5	75681	101912	93361	27658	38530	41281
NFI1	537	675	603	445	475	717
SME1	334	642	511	785	725	906
MTR10	926	1188	937	1459	1540	1784
YRR1	618	927	862	694	801	975
GET4	3705	4523	4260	4325	4758	5431
RPS28A	3112	4174	5481	6148	7745	12062
GLN4	8427	11800	8777	12627	14471	16483
ALE1	3956	4839	4158	2562	2871	3965
DCI1	136	204	187	236	252	363
LAS17	808	835	705	714	803	1106
RPS30B	11264	7119	9139	13467	15991	28298
SER1	6531	8798	7656	3552	4042	4634
GSP2	1454	2204	2450	669	711	1129
TUF1	6449	8762	7650	4797	5117	7177
SPR1	32	79	34	49	52	53
ULS1	4345	5919	4782	5240	5202	6435
MCA1	2486	3817	3110	3674	4100	6242
MRM1	240	387	337	877	922	1544
HIS3	0	1	0	630	753	1160
DED1	3632	4562	3131	7388	9127	13328
GEP3	613	1045	789	917	906	1285
RET1	3467	4811	3510	7525	8039	9422
RPB10	1679	1777	1730	2238	2551	2718
MGM1	1929	2768	2200	2378	2677	3725
STE4	3169	4467	3206	3933	4011	6931
RUD3	2638	3525	3099	2984	2872	4278
RFC1	2818	4638	3063	4380	4327	6132
STE13	1959	2510	2168	1938	2103	2794
RCN2	764	676	793	796	890	1154
ODC2	5664	6792	5907	2956	3343	4223
RPB8	1979	3109	2529	4761	5255	5796
ISU2	859	1475	1119	1679	2281	2339
MKK1	604	883	680	875	817	1395
MGE1	4653	7380	6076	5836	6151	8019
KIN4	1250	1402	1175	1245	1355	2017
RPL33B	1344	1180	1285	1569	2157	3377
HES1	57	120	83	85	82	145
ABP140	6598	9065	7085	7887	8736	9403
MET7	1539	2233	1881	2354	2609	3441
ESA1	1197	1506	1373	1454	1563	1973
YOR248W	18	22	19	12	14	17
APC5	608	912	745	792	846	1210
TMA16	1677	1932	1903	3446	3821	4317
NAT5	915	1261	1162	1524	1746	1525
SEC63	5702	8651	6928	7729	8785	9367
CDC31	520	1148	819	1159	1170	1258
RPT4	5716	9309	6607	6982	7254	10032
GCD1	3640	4496	3488	5323	6115	7043
CAF20	2327	3356	3151	4463	5409	7175
HEM4	254	283	289	254	288	444
RDL2	803	946	1053	636	759	1390
SNF2	4305	5857	5057	4823	5294	7209
RPS10A	17662	18808	17854	24554	28489	26258
MBF1	11730	15002	12529	11008	12925	10659
YOR300W	3	11	15	20	17	48
NOP58	9343	12995	8927	13767	15244	13840
DGK1	1434	2175	1955	2382	2665	2413
RPL20B	9199	13756	11979	17742	19809	28140
LDB19	1706	2009	1785	2041	2287	3158
FRT1	900	1381	1128	1214	1287	1623
MYO2	8047	10742	8863	8061	8218	10991
SCD5	885	948	796	735	788	1076
MIP1	1957	2756	2555	2851	2915	4486
YOR333C	6	7	5	8	7	17
ALA1	10294	13708	10043	12351	14294	18479
RPA43	2196	3189	2364	4799	4746	5760
RPA190	12990	19691	12745	25872	27971	36575
YOR343W-A	0	0	0	0	0	0
YOR343W-B	101	94	109	131	88	186
TYE7	1322	1329	1303	423	475	709
MEK1	3	2	6	7	11	12
SNX3	498	776	792	446	522	529
PDE2	676	958	816	1070	1144	1572
PRT1	9938	12602	8850	13487	15215	18705
PIP2	1125	1324	1204	1315	1441	1914
RPS12	15673	24588	18598	33617	36187	45494
MRS6	2786	4309	3183	3735	4078	6152
GPB1	1269	1512	1280	1384	1458	2176
ALD4	2174	2855	3270	1482	1594	2045
GDH1	8966	13475	9306	8907	9685	16895
HAT1	845	1168	940	1112	1167	1192
SNF8	546	969	808	609	648	729
ULA1	643	943	830	932	974	1409
TFC8	592	920	746	831	812	976
CHL1	664	1117	872	959	848	1331
TAF3	1233	1480	1477	1613	1754	2274
SWI1	1214	1314	1228	995	1058	1625
CTF19	254	455	252	288	326	411
VTC3	5693	10156	5740	2240	2266	3181
ULP1	1847	1946	2186	2480	2387	3219
ECM23	0	0	0	0	0	0
RAD1	2483	4091	3208	4066	3835	5289
RMI1	365	549	460	787	789	1193
SKS1	998	1375	1213	942	921	1773
ERG10	6691	8636	7066	7904	9134	9716
SUV3	876	1389	1243	1011	1117	1237
PHO85	811	870	905	712	774	1050
ISM1	641	909	817	746	722	1098
SSN3	937	1518	1265	1239	1341	1990
NOP4	4357	6768	4752	10477	11154	13092
VPS16	1030	1676	1327	1391	1592	1935
CAM1	6516	7705	8187	3835	5054	6349
DIG1	1568	2194	1690	1849	1922	3571
OAZ1	265	424	370	432	439	576
KTR6	3083	4585	3811	4803	5202	5990
SUR1	901	1017	1159	886	993	1436
MFM1	253	366	279	433	400	626
ALD6	11178	10930	10699	8081	10040	12440
VPS28	423	469	557	293	298	430
GCR1	1895	2880	2312	1495	1366	2303
GPI2	77	98	97	95	152	176
ATP4	4338	5571	5283	5776	5690	5802
RPL21B	4222	4864	4629	6549	7219	10615
RPS9A	7613	11750	8981	1982	2038	2926
MOT1	3398	4547	3813	4706	4928	6602
SEN54	975	1122	1064	943	1019	1357
BRO1	2220	3221	2541	2938	2995	4002
SEC16	4263	4825	3830	3588	4186	5310
ELP3	1693	2260	1789	3517	3762	4208
RPS6A	8269	11221	8451	11403	11864	11588
GLR1	4102	6495	5001	6345	7222	8429
SSU1	565	797	733	208	302	273
SEC62	4908	6678	5715	5867	6552	8791
ERI1	114	119	108	102	115	171
AIM43	492	651	717	397	418	539
ATG21	1170	1644	1368	1384	1519	1865
ELP4	1381	1926	1682	1616	1774	2699
MSD1	1543	2527	2442	1437	1596	1673
SYH1	2082	2322	2187	2710	2894	4054
SSE1	49617	63649	53449	37051	44867	46910
CAR1	1446	1859	1600	741	934	1422
IDI1	3214	4366	3614	5071	5858	6553
DBP1	541	818	837	436	404	557
VPS30	405	574	558	471	449	575
MEI5	2	4	1	2	1	6
SPC29	786	836	750	807	868	640
KAP120	1760	2377	2078	2190	2369	3053
NAN1	3517	4144	3166	5462	6160	6569
TBF1	1138	1391	1198	1578	1779	2705
TAF14	2134	3013	2422	3177	3271	4640
RPL5	51260	51144	43908	66132	75017	101323
COX11	901	1473	1121	858	976	1098
ODC1	270	465	416	389	401	581
ISU1	1703	2089	2307	892	1067	1737
SPP1	1004	1258	1179	1097	1258	1405
UME1	496	831	643	797	893	782
MKK2	439	727	549	694	699	1038
RPL33A	5536	8569	7312	9566	12126	14649
POC4	299	539	434	485	480	718
KES1	5496	5816	5708	4578	5398	7715
NOP53	2021	2992	2526	3772	3286	4505
PXA1	299	451	443	305	286	416
ATG5	228	306	306	308	352	556
PRP46	663	1013	822	1121	1156	1781
RRD2	520	610	627	528	563	815
RAD53	701	1015	885	767	906	1337
PEP4	10115	11172	13041	7047	8381	12383
CDC60	21029	27169	19768	27274	31875	37419
BEM4	625	891	679	892	891	947
REV3	605	956	825	818	730	977
OYE3	83	98	105	50	64	65
MRPL40	736	1061	1055	686	803	1256
NIP100	685	878	829	1184	986	1346
SPT14	381	544	525	531	516	945
CBC2	1348	2381	2096	1902	2018	2338
PPQ1	873	1065	991	929	1010	1337
CTI6	1421	2136	1814	2431	2483	3552
RTT10	1732	2782	2030	4290	4527	6061
RTC6	774	1012	984	749	773	960
MRN1	1078	1508	1269	1129	1125	1672
MF(ALPHA)1	7294	7499	9746	9754	12015	15536
NAB3	2395	2845	2438	2677	3025	4147
APL5	3696	6420	4695	5190	5072	5829
RPL7B	2460	2463	2836	976	1303	1655
TPK2	853	1276	1055	625	618	901
HRR25	2592	3234	2882	3425	3957	5518
IPL1	316	454	388	363	409	578
RPL1A	1839	2233	1680	4045	4608	7481
FLC1	1873	2563	2080	2173	2400	4008
MMT2	719	1030	962	582	687	947
CET1	2021	2442	2144	2496	2641	3463
USV1	114	91	144	57	42	100
VMA11	1513	1937	1899	2248	2739	3914
RVB2	4009	5352	4112	7021	7997	8659
HSP82	9820	11086	10409	3655	4293	4444
IQG1	2442	3341	2796	3411	3327	4049
GAL4	89	101	98	65	68	130
RPL36B	12196	15466	13242	20682	22409	27489
HFI1	875	1619	1132	1485	1572	2266
APM1	2349	2922	2505	3018	3240	3364
DIM1	1665	2593	1915	3509	3788	4978
ATP15	2751	2925	3247	2016	2475	3023
YPL276W	1	0	0	0	0	0
YRF1-7	0	0	0	0	0	0
REC8	21	25	37	44	31	61
RPA135	5805	8158	5850	13534	15316	20114
TIF6	2786	4397	3233	7031	7826	10910
RLF2	1184	1441	1406	1612	1757	2074
MCM4	2242	2760	2175	2708	3140	3701
YME1	2520	3783	2960	3428	3494	5665
YOP1	1526	1965	1908	2911	3190	3663
CSR2	152	229	204	118	124	216
SRO7	1040	1295	1129	977	1262	1319
HTS1	6222	8654	6594	7485	7693	9333
ARP7	1497	1995	1785	2094	2286	3669
VMA13	6918	9193	7460	7482	8991	10279
TIF5	3050	6137	4011	7245	7617	10752
RPL43A	9653	17913	14710	17846	21976	21742
THP3	1308	1697	1607	1739	1724	2503
MSF1	1587	1568	1653	790	885	1139
ATG11	1196	1560	1422	1075	1043	1204
MAK3	995	1484	1215	1442	1493	1758
ARO7	954	1265	1138	1777	1714	2150
FCY1	2067	4768	3140	5488	5887	5434
ROX1	1242	999	1130	1217	1397	1830
TEF1	5983	7131	6858	4323	4735	8382
DIB1	788	1393	1014	1051	1015	1141
SUA7	3209	4964	4201	5659	6021	7616
SRP54	4689	8137	6046	6698	7503	8127
YPR089W	2238	2949	2439	2571	2911	2909
SNT309	307	553	459	634	577	687
RPL11A	8946	8640	8956	10045	13267	8577
PRE2	4418	7534	6017	5844	6768	7973
FHL1	2093	3180	2635	3195	2922	4756
COG4	1654	2386	2080	2627	2772	3296
RPC40	3735	5253	4271	7567	8287	11081
RGC1	3146	4265	3617	3021	2895	4615
AXL1	1086	1410	1164	1264	1266	2107
YLH47	1203	1665	1484	1253	1394	1601
SCD6	4343	4355	3852	3736	4068	5001
NAT3	602	887	881	579	777	906
RPS23B	11487	15353	12987	22383	25763	34755
SPN1	3808	4948	4709	4833	4966	6248
TOM5	1843	1784	2450	1546	2020	1762
CTF4	1873	2432	1951	2066	2287	2827
VPS66	955	1312	1085	1310	1324	2102
KAR3	819	1107	1063	946	898	1199
NOC4	784	870	799	1357	1714	2317
NCE102	9452	8460	8304	8280	8069	13033
PIN3	956	1030	887	733	684	1833
KRE6	6011	7578	5968	6826	7918	8817
SGV1	1404	2010	1579	1892	2034	3156
TIF3	15236	21593	15560	15906	18124	24081
MMS1	1393	1833	1508	1879	1918	2625
NUT2	185	205	261	267	270	271
VPS4	2768	3975	3298	4241	4564	6411
PRP4	820	1107	1027	1106	1263	1572
HDA3	990	1236	1116	1167	1246	1400
AOS1	793	1001	852	907	951	1186
SMX3	111	109	112	83	119	433
DPM1	842	705	717	733	865	1836
ATG13	1354	1781	1720	1213	1123	1813
PZF1	575	860	682	1011	964	1110
RPO26	3437	6445	5100	6814	7335	8358
SKI3	3872	4786	3905	5124	5655	6474
RPC82	1548	2037	1716	2943	3515	4169
QCR2	1798	2219	2044	2697	2691	4131
HPA2	37	77	34	97	103	105
SGE1	578	849	671	889	1037	1191
ARR1	568	808	688	685	718	820
ARR2	46	43	30	50	50	100
ARR3	159	204	94	123	133	133
SNR128	0	0	0	0	0	0
SNR14	0	0	0	0	0	0
SNR17A	0	0	0	4	11	0
SNR17B	61	68	192	225	348	146
SNR19	38799	61046	61323	51903	44246	121766
SNR24	0	0	0	0	0	0
SNR6	0	0	0	0	0	0
SNR7-L	4	6	19	16	11	91
SNR7-S	0	0	0	0	0	0
